999999,67,4010,0,00:03:21.900 --> 00:03:22.650,response,Teacher,Farrah,180.1,
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,good well even happy hear sound confident student knowledge there here good knowledge share being class doesn't mean don't necessarily know about maybe student going helping student classmates learn about learn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's very exciting sounds like some first hand experience really glad little circle here because that's great getting some more perspective like
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,that's incredibly exciting would hope that's case water here could help future exploration glad class listening topic trying expand knowledge know student visit nasa very excited
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,that's awesome help other class about once just chill minute 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,okay awesome what student background knowledge which going help answer question because background knowledge already understand topic that's great learn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"awesome student used background knowledge able infer based information coming from passage scientist need lots equipment that's awesome, science"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"awesome student student also able reference student background knowledge help deeper into passage, "
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,awesome student able background knowledge know infer from everything tells passage here nasa scientist using equipment
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,what know about space know help rest class what know
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,okay mister student that's good point glad know about space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's okay maybe help help someone else later wait okay 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well wonderful glad know about space maybe friends don't maybe help teach some things about space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student would good thing 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"well wonderfulstill learning more information about space going teach friends hopefully during class class else questions maybe help help, learn"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student very good like connected student experience going nasa help understand reading text better that's great experience really cool 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student thanks sharing student astronaut sure know there's always more learn reading finding more details text always learn more
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's really cool student astronaut about that's that's talk about 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student great good question
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,that's good still remain class help others know about okay 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah there's always learn more right mean learn from each other going okay
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's where find student answer okay always remember experience 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,wellglad part class maybe share some student 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student knowledge help expand learning space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay some prior knowledge space travel right 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's really cool what learned there they're very scientific studies 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well maybe help others 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,ties because sometimes personal experience helps understand what readingwhen reading student seen things nasa helps visualize know more about that's great thing share student class else experience similar 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student good sometimes already know something think always learn more about maybe could student classmates maybe don't know need student help
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well maybe benefit others listening offering some suggestions 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay would great thanks helping 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student maybe could help 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,well just like last time something contribute class going hang tight maybe contribute some more what thinkquestion
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student you'll able share student knowledge 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student good every time learn something continue growing learning going listen friends okay thank student input glad know about space learn from right learn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"student very good background information know know about space,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay going student 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student background knowledge okay we've talked about background knowledge help 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"student more information about what learning okay, learn"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well think don't know exactly everything quite always learn more some student knowledge from what know about space helpevidence
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,rightthat's sort what student said right that's great student using student background knowledge awesome 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,well help teach others really need still class help help understand little better 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,great was i've seen some equipment that's very neat thank much student 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's okay well always learn things about topics help know help learn more about
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"well really need stay class help like information things okay,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student would neat when that's only four years away 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student awesome know extra stuff just trying learn about water know much more student going some equipment studentlearn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well know liked student response scientist equipment like oxygen tanks
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay well maybe help help other students understanding space pull from details from text just reaffirm student knowledge what student prior knowledge evidence
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"student okay alright well glad know information,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student there's things need whenever into space that's very fascinating able visit nasa
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's great cultural experience gives little insight into some prior knowledge move forward student science classes learn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student astronauts scientist kinds equipment certain materials wear when into space because such unknown area want safe possible 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student when things nasa able some space suits some tool equipment question
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student right super jealous nasa 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,maybe help student partner'sthink would great add tion class 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well that's really great that's that's awesome know about space maybe conversation 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student like said scientist oxygen space survive 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student glad know stuff about oxygen tanks things like will help
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,well maybe help some understand things better being class then 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's awesome always good when background knowledge pull 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's great know stuff what like help other students learn more would likelearn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student help some other students we'll student contribution help help other students well 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student know about some equipment nasa uses tool
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"right student you'll able share some information maybe learn from student friends okay,learn"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student right student said same thing rightwhat something said scientist 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay well glad know about space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"student think both great using student outside resource different things student experienced student life related think that's awesome wrong,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student maybe even help others learn more about science sort explore strengths within type knowledgelearn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well that's that's that's really cool know sort idea sort special inroads know student know first hand knowledge some might actually come know sort handy help somebody goes kind understand material evidence
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student glad know about space because need knowledge help especially questions today glad brought about space because that's here today
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,okay student brought about space glad that's good point 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,different some things different school right learning differently class done great looking more into because some student knowledge student read about nasa help things like help partners alright back question
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"student that's awesome information because know what help today about learning about importance, learn"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"thank student because know make some great connections about student because know shared information about things done work,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student could confirm about probably told right 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,that's great student know what gave great idea want each little piece paper 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay some some good found tion space when cover more about space seems like you'll able help some student classmates right
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,okay maybe maybe forward maybe i'll class leaders okay 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,think means probably could share rest class about some student experience nasa maybe could talk about here little could tell some more interesting facts
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,okay maybe student could leaders when comes some little more knowledge about space okay
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,think know know about space don't think would make even better class help rest maybe could learn from each other 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student know much about space maybe share some student classmates 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student obviously shows student understanding space that's really cool learn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student i've never nasa that's really cool experience 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay read aloud right read because know everything about space already 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student love wish could nasa very away 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"student think that's really cool love experience about space know there's different types equipment work together, learn"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student know could tell student answer really enjoy space know oxygen tanks space explore there
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah lunar orbiter like talking about that's super cool 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,would like student knowledge already know share other students class okay 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student response know quite maybe actually help teach other students here 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student think think student help learn some stuff 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,well thank letting know student 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student hopefully kevin unless tell little about experience there well 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student student very enthusiastic about space enjoy 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well definitely think would help stuck around maybe help encourage student classmates learn little more even learn little more student selflearn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student maybe understand everything help some student classmates 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student like said think planning building base moon
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's referencing text believe right about
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,whoo that's fabulous maybe help understand even more about space stay class might able helplearn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student maybe help some other students because some students might first time learning about space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student could actually help next question 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,needs things student being astronaut okay we'll start over here student 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well awesome glad know about space maybe should share some other things student friends today while talking okay 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's pretty soon that's very away
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student classmates said don't know student background knowledge really help 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay thank using student outside knowledge contribute conversation 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,thank thank student answer thank explaining case class didn't know
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,worries even though know class know lots about spaceknow more about space class else class
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,awesome well that's really cool fact class know much about space already means definitely some good background knowledge connect 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student would need moon know said know about space very good response 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,yeah definitely equipment great answeralso just want make sure similarknow class lots knowledge about space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah that's awesome glad background knowledge what astronaut 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"student yeah really cool that's good example some background knowledge about topic, "
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,yeah that's really cool experience class definitely haven't really cool thing share student learn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student absolutely good think outside text 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,right awesome student like didn't 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student text there's other equipment scientist used
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student thought about using student knowledge nasa
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's super cool wish wish went nasa maybe might there soon awesome yeah 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student because we'd love here student expertise could help well okay okay we'll start 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student know about space think student answer good know 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student some final word like oxygen know what oxygen tank know equipment
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student already some background knowledge 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student know about what scientist space what actually
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,class some background knowledge really good like what class came 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,that's really cool student want thank sharing student personal experience really helps build what learning 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student also great answer scientist things like said know about space student seen things 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,also continue readings outside student learn little more like said know about space more continue reading about more learn about okay
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's really good connection note news student hearing outside text yeah equipment will definitely help there thank adding 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah that's great background knowledge bring table 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's awesome that's great really good knowledge about nasa which come handy future
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student looking something find good point thank sharing
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student then probably could teach something about space
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay well told going teach something about space didn't know there nice
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's really cool appreciate telling teaching rest students fact that's really cool fact
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student probably know about space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,that's really good know things student really good things know really interesting 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah that's awesome hopefully bring some knowledge into today's lesson excited about 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student know know about space sure know about space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well that's awesome help rest student friends learn about space think should stay 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay glad know much about already think should stay help assignment student classmates sound okay 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well glad already know much about space think could stay help answer questions student other classmates
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student describe student intro which awesome because could tell know much about scientist space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"right seems like class class background information about space which great probably when reading article connected which really great when looked text said, "
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"right love some background information student that's great,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student great background knowledge though 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student right actually like second question great know background knowledge
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student maybe tell share what know also know about what think
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's good thank saying exact names well that's exactly what looking because student nasa know about haven't love hearing what student experienced yeah 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,well then know questions might know answers questions some might need help some classmates might need help think student going pretty vital part class
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's really cool thank sharing maybe when bigger writing assignment about unit include some details already learned from other places like maybe s read other book about space student nasa that's really cool love chance share maybe during show-and-tell
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's sometimes need know little deeper maybe just help other classmates understand just what talking about maybe minds going little 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student student really great resource don't hang tight
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"glad know about space think staying class would really benefit other classmates because maybe could share some information already know about space sounds good,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah that's hopes right scientist works really hard 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student know what since know much about space when talk student partners tell little more what know need
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,well honestly think could great resource student class members could help maybe like come answers maybe tell what think
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's cool yeah
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well love bringing student background knowledge saying student nasa before that's really cool 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student okay going work really great know about space that's going really helpful answer questions
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student would really cool maybe would some stuff reading about actually taking place knowledge about because read about 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student student right different equipment
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student really enjoyed like student background knowledge help support because like said know about space
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,think student being here student friends student classmates resource questions future about readings assignments because seems like really understand understand assignment learn
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah think student right like because went nasa student able student background knowledge student able build what already know 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's really really cool that's really interesting wonder will happen maybe won't 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well glad know about space already because know background knowledge very important maybe there's things could share know other students might know 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student could help understand better 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah great glad brought student background knowledge 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"that's very good like information student head feel like well don't know about rest student maybe would better better answer,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah mean that's great that's great background knowledge really appreciate adding conversation think that's really really important 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student bring background knowledge already knew 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,think good share student answers rest student because maybe someone might know well 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student maybe help help students figure really dive into text 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student mean obviously need oxygen survive that's very good observation 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's awesome space cool glad passion student 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's really great that's what would call background knowledge that's stuff know before even reading article that's really awesome 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,know about space student 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,that's very cool student 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student right really thinking outside student just reading article just using what article given student thinking outside thinking about other equipment might yeah
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student well that's great know help learn even more things about space then maybe might even learn something never know thank sharing though
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student that's awesome know about space definitely help different things even known discussed article
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student sure hope you'll able some knowledge know talk about exciting discover finding water moon
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student certainly help even student background knowledge 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student tell background information space based student answer
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,that's really awesome student hope after today's discussion home talk about some ideas come discussion about water moon
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,well glad interest space glad know what maybe contribute little student knowledge rest class might find some there
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student good will glad student able think about another experience helps relate text 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student glad passionate about subject that's going help 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student student totally right know much student brain about space 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student definitely knowledge subject 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student think background knowledge inside student brain going huge help 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student sounds like know about equipment nasa uses tool
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student yeah that's great maybe help student other classmates questions
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,great look like student expert class maybe help student classmates clarify some background knowledge okay 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,great know about space expert class help classmates clarify misunderstanding things want know okay 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student teacher right don't disagree learn from youtube boats scientist astronaut rockets 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student teacher right that's really cool student nasa background knowledge 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"that's right that's really interesting information student,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"student know sure know background information since student read many book sure movies shows, action"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,student awesome well then help talking about space since ready ready 
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,"student right that's cool extra information,"
999999,67,4010,0,00:03:22.920 --> 00:03:24.180,remark,Farrah,Teacher,180.1,that's cool student until then might able help telling what lunar orbiter look what look water 
