speaker,intent,text,clean_text,clean_intent,incorrect_code,revised
Teacher,120.2,Because we want to know what good scientists used to discover water on the moon.,,,,
Teacher,120.2,What equipment that scientists use to discover water on the moon.,,,,
Teacher,120.2,"We've all read this article water on the moon from the New York Times, and now we're trying to answer this this question what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.2,"So we've just read the article water on the moon by the New York Times, and now we're analyzing this second question is there convincing evidence that water on the moon could be valuable.",,,,
Teacher,120.2,And you answered the question what equipment did scientists use to discover water on the moon.,,,,
Teacher,120.3,"And Farrah Would you mind reading for us again, the question that we're going to be answering together?",,,,
Farrah,120.3,Okay it's what equipment that scientists to use to discover water on the moon.,,,,
Teacher,120.3,"Excellent and Oliver could you read what is the second part of that, what are we circling.",,,,
Luis,120.3,"excuse me, I have my hand up.",,,,
Teacher,120.3,"and that's deb that's what I was going to ask you to read, is that second part of the question, there you see where it says circle.",,,,
Teacher,120.3,And to recap we're going to look for that evidence so let's let's do a quick reread as a group of this,,,,
Teacher,120.3,"so to keep going around Chris, if you wouldn't mind reading the first paragraph there, where it says one.",,,,
Teacher,120.3,"Excellent Jazmin could you read the second paragraph, for us.",,,,
Jazmin,120.3,"yeah, I would like to because this is where I found my answer it says.",,,,
Teacher,120.3,"Luis just to get your voice in here let's take a look at that last paragraph, real quick Would you mind reading number three for us.",,,,
Luis,120.3,"yeah you got it Okay, that means that the moon Estelle drier than the driest desert on earth water they found as a microscopic meaning you wouldn't be able to see it if you were looking straight at it, you need a scientific tool called a microscope to look really closely.",,,,
Teacher,120.3,"can you read the question for me, what is the question actually asking Chris.",,,,
Chris,120.3,"Oh yeah it says, or what equipment at times is used to discover water on the moon.",,,,
Teacher,120.3,"One thing I want to ask you to look at is the first part of our question so, can you read the first part of the question for me Chris.",,,,
Chris,120.3,Just the first one.,,,,
Teacher,120.3,can you reread that chunk of the text for me.,,,,
Farrah,120.3,Let me see.,,,,
Teacher,120.3,"Okay, so now we're looking at this first part of the question, what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.3,"Okay guys, so I really like the way that you answered those questions, and I can tell that you look back in your text to find your answers, but let's all look back at our question. Let's look back at number one. Do you want to if you guys want to read this question for me.",,,,
Teacher,120.3,"Farrah, do you want to read it for me.",,,,
Farrah,120.3,Oh yeah yeah okay so,,,,
Teacher,120.3,So we are going to look back in our passage. So I will everybody to get back into their passage,,,,
Teacher,120.3,"Okay. Well, if we look back in the number three which says that means that the moon is still drier than the driest desert on Earth. The water they found is microscopic",,,,
Teacher,120.3,"Meaning you wouldn't be able to see it. If you are looking straight at it, you need a scientific tool called a microscope to look really close.",,,,
Teacher,120.3,Go back to the text that you read,,,,
Teacher,120.3,Go back to the text and look,,,,
Teacher,120.3,The equipment was called a lunar or orbiter that NASA sent to investigate,,,,
Jazmin,120.3,"Okay, okay, but didn't I--",,,,
Teacher,120.3,"Okay, go ahead and do that for a moment.",,,,
Teacher,120.3,"With their space suits by walking into the big craters. Because your response said they found craters full of water on the moon, but can you look at your passage with me take a look at, paragraph two, and your passage. Can you look at your passage with me.",,,,
Teacher,120.3,"And made it says, NASA send a small machine called the Lunar Orbiter to investigate. Now the lunar orbiter will land on the moon South Pole and look for ice deposits in large polar craters",,,,
Chris,120.3,Very small.,,,,
Teacher,120.3,"Teacher:And I'd like to take a look and read in paragraph four, if you will, Farrah and and the group. If you look at their paragraph four.",,,,
Teacher,120.3,"So can one of you, would one of you like to volunteer to read the first paragraph?",,,,
Luis,120.3,"Yeah, sure. I'll read it. Um, me Luis, I'll read it but but I do want to say, I don't think I'm supposed to be in this group, cuz I already know a lot about space.",,,,
Teacher,120.3,"Okay. Would you like Chris, would you like to read the second paragraph?",,,,
Chris,120.3,"Yeah, sure.",,,,
Teacher,120.3,So would someone like to read me the third paragraph?,,,,
Luis,120.3,"Um, I can read it.",,,,
Teacher,120.3,Let's look at our passages and let's see what paragraph that that might be. Can anybody tell me,,,,
Chris,120.3,I found my answer. Paragraph one,,,,
Teacher,120.3,Let's look back at the text. Okay. Okay.,,,,
Teacher,120.3,"Says, and and paragraph to the lunar orbiter will land at the moon's South Pole and look for ice deposits in a large polar crater.",,,,
Teacher,120.3,Can who can read that for sentence to me.,,,,
Oliver,120.3,I can read it.,,,,
Teacher,120.3,"Okay, it says the scientists said that one ton of a top soil there's a lot",,,,
Teacher,120.3,Of work. This would hold only 32 ounces of water.,,,,
Teacher,120.3,But I do want to challenge you to go back and would you actually read the the discussion question for me again.,,,,
Teacher,120.3,"And I want to challenge, just like Chris, take a look at that question. Can you read the question for me.",,,,
Luis,120.3,Um yeah okay um what scientists used to discover water on the moon.,,,,
Teacher,120.3,Let me point you in the right direction. Okay.,,,,
Teacher,120.3,I'm going to point you to paragraph three. Look at paragraph three,,,,
Chris,120.3,Uh huh.,,,,
Teacher,120.3,"Can you read the discussion question for us. Again, Luis.",,,,
Luis,120.3,"Sure. Um, what scientists used to discover water on the moon.",,,,
Teacher,120.3,Look at that question again.,,,,
Teacher,120.3,Can you read it out loud for me.,,,,
Chris,120.3,Yeah. What equipment did scientists use to discover water on the moon.,,,,
Teacher,120.3,NASA sent a small machine called a lunar orbiter to investigate what does it mean to investigate,,,,
Teacher,120.3,"Jazmin, can you can you keep reading in that second paragraph.",,,,
Jazmin,120.3,"Yeah. Um, okay. The Lunar Orbiter looks for ice deposits in a large polar crater nice ice deposits are very small st to set that one top of the top layer of the surface. will, in total 32 ounces of water that's just like four glasses of water about what one person might drink in a day.",,,,
Teacher,120.3,Okay. So could I have someone. Raise your hand if you would like to volunteer to read. Question number one out loud for us.,,,,
Teacher,120.3,"Okay, Oliver. I saw your hand first. Will you read. Question number one for us, please.",,,,
Oliver,120.3,"Um, yeah, okay. So question one is what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.3,"Okay. Can you, can everyone look back at number three on your document. So let's see. Farrah, can you read the first sentence of bullet point number three on your document, please, just the first sentence.",,,,
Farrah,120.3,"Oh yeah, sure. Okay. Scientists have found evidence that water can be foudn deep within",,,,
Teacher,120.3,"I'm gonna stop you there. We're looking at number three, not at number one, can you try again?",,,,
Farrah,120.3,Oh yeah. Yes. Sorry. Okay.,,,,
Teacher,120.3,"All right, so, Farrah, we're gonna stay on number three, but I would like you to keep reading. Can you do that for me?",,,,
Farrah,120.3,"Yeah, sure, sure, sure. Okay. Um, okay, we're still in number three. Yeah. Oh, cuz this is where my answer came from.",,,,
Teacher,120.3,"so Jazmin, will you go to number two and read the first sentence on your document?",,,,
Jazmin,120.3,"Yeah, NASA sent a small machine called a lunar to investigate",,,,
Teacher,120.3,So can you guys look back at paragraph two?,,,,
Teacher,120.3,"So let's look back at paragraph two, that first sentence.",,,,
Jazmin,120.3,Okay.,,,,
Teacher,120.3,What does it say Jazmin?,,,,
Jazmin,120.3,It says NASA sent a small machine called a lunar orbiter to investigate,,,,
Teacher,120.3,"Now, Oliver, can you read the first sentence in paragraph two for me?",,,,
Oliver,120.3,"Oh yeah, sure. Okay, NASA sent a small machine called a lunar orbiter to investigate.",,,,
Teacher,120.3,"Let's see, Chris. Could you read the second sentence in that paragraph paragraph number two.",,,,
Chris,120.3,"Yeah, sure.",,,,
Teacher,120.3,And Jazmin. Would you read that last sentence and paragraph number two for us please?,,,,
Jazmin,120.3,Yeah sure. These ice deposits are very small.,,,,
Teacher,120.3,But we look back at the question for me. Luis It will you read the question back to me.,,,,
Luis,120.3,"Um, what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.3,"And then in the second paragraph, right there. If you could go back and reread that second paragraph for me.",,,,
Chris,120.3,To read aloud.,,,,
Teacher,120.3,"Okay, so, but before we do that can Farrah. Will you read the question aloud to the group, please.",,,,
Farrah,120.3,"Yeah. Okay. The question is, what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.3,how about Luis Would you go back and read paragraph two for us. Would you read it aloud place.,,,,
Luis,120.3,"Okay. Um, let's see.",,,,
Teacher,120.3,So let's look at the question again. Luis we read it to me one more time.,,,,
Luis,120.3,"Yeah. Um, okay, so what equipment Did scientists use discover water on the moon.",,,,
Teacher,120.3,"That's a okay remember it is always find to go back and look at the text that can only help you. So if anyone else wants to take a look back, feel free to do that now.",,,,
Teacher,120.3,"So while we're letting you take a look back, let's dive into another response.",,,,
Teacher,120.3,So why don't you read that question for me again.,,,,
Teacher,120.3,"Okay, so what, what, why don't you use this new strategy then and let's look at second question from the text so Luis wants to read the second question for us.",,,,
Luis,120.3,"Okay, it says, Is there convincing evidence that water on the moon could be valuable.",,,,
Teacher,120.3,"So, but if we look on down in paragraph.",,,,
Teacher,120.3,"In their paper with me. It says, NASA sent a small machine called a lunar orbiter to investigate.",,,,
Teacher,120.3,"But in that first paragraph. it says that scientists have for long time that the moon is a desert, because it is it has no atmosphere like we have on Earth. However, they used to believe there was no water on the moon. Oliver.",,,,
Oliver,120.3,Sorry to interrupt Mr Teacher. But I was just looking at the clock and it's time for us to go to lunch so we'll have to see you again later. Okay.,,,,
Teacher,120.3,"Paragraph two, I'm going to read and I want you to follow along. It says, NASA sent a small machine called a lunar Lunar Orbiter to investigate this lunar orbiter land at the moon South Pole and look for ice deposits in a large polar crater. OK, now I'm going to stop there.",,,,
Teacher,120.3,"So if we look at paragraph two, I just want you. You can read it to yourself or you can read it out loud. Could you read the first sentence of paragraph to to me.",,,,
Farrah,120.3,That's just a small machine called a lunar orbiter to investigate.,,,,
Teacher,120.3,So now I'm going to read the next sentence.,,,,
Teacher,120.3,It says that this lunar orbiter will land at the moon South Pole and look for ice deposits and a large polar crater. Okay.,,,,
Teacher,120.3,So why don't you take two minutes and read over the passage and tell me what you think that scientists used to discover water on the moon.,,,,
Luis,120.3,"Okay, I'll do that.",,,,
Teacher,120.3,The question was what equipment did scientists use to discover water on the moon.,,,,
Teacher,120.3,"In the first paragraph tells us what scientists have known for a long time. The moon is a desert. But if you go to the second paragraph, and the very first sentence. It says, NASA send a small machine called a lunar orbiter to investigate.",,,,
Teacher,120.3,Says the orbiter will land at the moon South Pole and look for ice deposits in a large polar crater.,,,,
Jazmin,120.3,Jazmin: That's where I got my answer from,,,,
Teacher,120.3,So tell us something that you learned from reading the text what equipment did scientist use to discover water on the moon.,,,,
Luis,120.3,"Wow, like, okay, so they use, like all kinds of equipment like they had to use like space suits and they had to use like, you know, all the stuff that astronauts have to use right.",,,,
Teacher,120.3,"Alright, so let's read the question, what does the question say",,,,
Teacher,120.3,"So, in, in paragraph two, what does paragraph two say?",,,,
Teacher,120.3,"Well, then, what is the second paragraph, say,",,,,
Teacher,120.3,The very first sentence.,,,,
Luis,120.3,NASA send a small machine called a lunar orbiter.  Okay.,,,,
Teacher,120.3,"Keep reading, what does the next one say?",,,,
Jazmin,120.3,"Okay, I'm water is heavy. It takes up a lot of room on a spacecraft having water available on the moon would mean more room on the spacecraft for people and things.",,,,
Teacher,120.3,"Okay, can you read the sentence at the word machine comes in Farrah.",,,,
Farrah,120.3,"Oh yeah, I can do that.",,,,
Teacher,120.3,"Okay, so let's read straight from the text. Let's go. Farrah.",,,,
Farrah,120.3,"Um, okay. So should I should do the part that I circled",,,,
Teacher,120.3,"Okay, so everybody look at your paper. Let's look at paragraph two. Jazmin, can you just read that for me again. What did you just just read it one more time for me.",,,,
Jazmin,120.3,Sure. Okay. NASA sent a small machine called the lunar orbiter to investigate. This lunar orbiter will land at the South Pole and look for ice deposits in a large polar crater. Should I keep reading.,,,,
Teacher,120.3,"And that they use equipment to search for things. So when you look back at your reading. Oliver, can, can you look back at your reading in paragraph two, and read that one more time for us? Okay.",,,,
Oliver,120.3,"sure. Okay, so, paragraph two, um, let's see.",,,,
Teacher,120.3,"The whole thing a paragraph two,",,,,
Oliver,120.3,"Okay, um, NASA sent a small machine called a lunar orbiter to investigate. This lunar orbiter orbiter will land at the Moon South Pole and look for ice deposits in a large polar crater. These ice deposits are very small, scientists said that one--",,,,
Teacher,120.3,"And then I would like for you to read to yourself silently just passed the word machine, what actually let's have Luis read that sentence for us.",,,,
Luis,120.3,"Okay, so, um, NASA sent a small machine called a lunar orbiter to investigate.",,,,
Teacher,120.3,"Okay, so let's look down the next sentence past that one. Can you read the next sentence for me Oliver.",,,,
Oliver,120.3,The Lunar Orbiter will land at the moon South Pole and look for ice deposits in a large polar crater.,,,,
Teacher,120.3,"So if you look at paragraph number three. And it's look at, let's read paragraph number three. I'm going to read it. You follow along. Okay ready okay that means the moon is still drier than the driest or driest desert on Earth. The water they found is, what's the word there?",,,,
Teacher,120.3,"Great response. So let's go back to, and I think you pulled that right out of paragraph five, can you read that this the first two sentences on paragraph five, for me, Luis.",,,,
Luis,120.3,"Oh yeah, absolutely. Okay so paragraph five moon water could be useful in other ways. Water can be broken down into two parts hydrogen and oxygen.",,,,
Teacher,120.3,"Okay, and what else does it say about it.",,,,
Luis,120.3,"Um, well, it says that like get astronauts could read the oxygen and then oxygen and hydrogen. Oh, they use both for rocket fuel.",,,,
Teacher,120.3,"Okay, so if we look back to paragraph four, it says that water on the moon would be a valuable are very important resource you see the very first sentence on paragraph four, okay.",,,,
Teacher,120.3,It could be useful in a lot of ways.,,,,
Teacher,120.3,"All right. Well, let's look at it together.",,,,
Teacher,120.3,"Okay, let's see.",,,,
Jazmin,120.3,"Cuz my answer. I said, astronauts can drink the water and stay hydrated. You can't survive without water. Okay. And then in the paragraph number four. It says future astronauts could drink this water.",,,,
Teacher,120.3,"Look at paragraph five,",,,,
Farrah,120.3,"Is me Farrah. I see the last sentence kind of after Jazmin and Chris's. It says, having water available on the moon would mean more room on the spacecraft for people and things. So is that the right answer.",,,,
Teacher,120.3,"I want you to go back and look at the passage. It says, water is a valuable resource. I want you to reread that and raise your hand after you've reread that passage.",,,,
Teacher,120.3,"Luis, are we rereading, make sure you're reading our passage.",,,,
Luis,120.3,"Wow, I was just thinking like my dad is an astronaut. So I know all this stuff, you know.",,,,
Teacher,120.3,"You remember that it says, NASA sent a small machine called a lunar orbiter to investigate. This lunar orbiter looks for ice deposits in a large polar crater these ice deposits are very small.",,,,
Teacher,120.3,"Because in paragraph two, it says, NASA send a small machine called a lunar orbiter to investigate this lunar orbiter will land at the moon South Pole and look for ice deposits in a large polar crater.",,,,
Teacher,120.3,"These ice deposits are very small, scientists said that when ton of the top layer of the moon surface would hold in total about 32 ounces of water.",,,,
Teacher,120.3,That's just like four glasses of water about what one person might drink in a day.,,,,
Farrah,120.3,"Okay, so to investigate that was the lunar orbiter right",,,,
Teacher,120.3,"Okay, so let's look back to paragraph. Let's see. Paragraph four right we're under this heading where it says, water is valid, a valuable resource. So it says water on the moon would be a valuable or very important resource.",,,,
Teacher,120.3,"Okay, well let's go back and reread so water on the moon will be a valuable or very important resource, it can be useful in a lot of ways.",,,,
Teacher,120.3,"For example, future astronauts could drink this water. Water is heavy. And it takes up a lot of room on a spacecraft having water available on the moon would mean more room on the spacecraft for people and things",,,,
Teacher,120.3,"Moon water could be useful and other ways, water can be broken down into two parts hydrogen and oxygen astronauts can breathe oxygen, hydrogen could also be used as rocket fuel.",,,,
Teacher,120.3,"Chris. Look back into paragraph 3, and can you read that aloud for me? About what they use to find the water in space, on the moon.",,,,
Chris,120.3,"Yeah, sure. OK, paragraph 3. That means the moon is still drier than the rest of-- oh, sorry. OK. That means the moon is still drier than the driest desert on Earth. The water they found is microscopic, meaning you wouldn't be able to see it if you were looking straight at it. You'd need a scientific tool called a microscope to look really closely.",,,,
Teacher,120.3,"Right. So if you look back at that third paragraph, can you read that first sentence for me, Farrah?",,,,
Farrah,120.3,"Yeah. It says, That means the moon is still drier than the driest desert on Earth.",,,,
Teacher,120.3,But what does the first sentence say?,,,,
Farrah,120.3,It says that it's really dry.,,,,
Teacher,120.3,"Yes, those are great equipment words. OK. Can someone else read me the sentence for those for one of those Jazmin, can you read me the sentence where it talks about the small machine.",,,,
Jazmin,120.3,Let's see. NASA sent a small machine called the Lunar Obriter to investigate.,,,,
Teacher,120.3,"Good. Awesome. So can some, Farrah or one of you, which would somebody like to volunteer to read paragraph 1?",,,,
Farrah,120.3,Oh. I'll read. Can I read?,,,,
Teacher,120.3,"Yes. Absolutely. Go ahead, Farrah. Paragraph 1.",,,,
Farrah,120.3,OK. Scientists have known for a long time that the moon is a desert because it has no atmosphere like we have on earth.,,,,
Teacher,120.3,Good. Let see. Are you reading paragraph 1 right under the moon is a desert?,,,,
Farrah,120.3,Let me see. OK. I see.,,,,
Teacher,120.3,OK. Let's go ahead and read paragraph 2 and 3. Did somebody want to read two and somebody else want to read three? And then we'll talk about those four answers.,,,,
Jazmin,120.3,Yeah. I can read paragraph 2.,,,,
Teacher,120.3,"Yes. Good. So let's keep reading paragraph 3, and then we're going to go back, and we're going it's kind of getting more information, OK. But that's a very good start. Very good. So paragraph 3. Who would like to read 3? Chris, would you like to read it?",,,,
Chris,120.3,Yeah. I'd like to read it. But also I wanted to say that I went to NASA and so I know that I use a lot of equipment like oxygen tanks and masks and suit and stuff.,,,,
Teacher,120.3,So paragraph three. Who would like to read three?,,,,
Chris,120.3,"Yeah, you're welcome.",,,,
Teacher,120.3,"So in the text, I think it was in",,,,
Teacher,120.3,"In paragraph five, it says, imagine the moon could serve as a stop for spacecrafts to refill their gas tanks before heading out into the solar system, so they could visit further white areas of the solar system, or they could come back home with the fuel that they yeah",,,,
Teacher,120.3,"Oh gosh, remind me. Other questions, man.",,,,
Farrah,120.3,I'm,,,,
Teacher,120.3,So read that sentence again for me. And while you're reading it. I'm going to talk with Oliver,,,,
Teacher,120.3,and in our text when we look at our texts. Let's all look at our text.,,,,
Teacher,120.3,So what machine was used to find the water,,,,
Teacher,120.3,"So I think we all need to reread the passage. Okay, one more time. I'm going to give you about two minutes to read over it and then we're going to come back and look at our answers again. Okay.",,,,
Farrah,120.3,We can read super fast. So we're done.,,,,
Teacher,120.3,"All right, well let's uh, we are actually I'm gonna let some friends take turns reading, who would like to read first?",,,,
Teacher,120.3,"So as we continue into paragraph two it states NASA sent a small machine. Now, Jazmin. Yes.",,,,
Jazmin,120.3,My answer came from paragraph two. I still don't understand why my answers wrong.,,,,
Teacher,120.3,"Okay, awesome. So we're going to move down to paragraph number three. Can you all find paragraph number three.",,,,
Teacher,120.3,So let's look back at,,,,
Teacher,120.3,paragraphs three and four specifically,,,,
Teacher,120.3,"A minute to look back at paragraphs three and four, and then I'll give you about two minutes to talk. Okay, so let's look back at paragraphs three and four for about a minute",,,,
Farrah,120.3,"So, um, when I read it, I read the thing where it talked about the microscope, because I thought microscope was a tool just like Jazmin.",,,,
Teacher,120.3,"As a group, look back at paragraphs three and four. How's that sound.",,,,
Luis,120.3,Okay.,,,,
Teacher,120.3,"The beginning of paragraph two, okay. So NASA sent a small machine called a lunar Lunar Orbiter to investigate the lunar orbiter landed on the moon South Pole to look for ice deposits and a large polar crater. Okay.",,,,
Teacher,120.3,"Let's look back, I'll give you guys about a minute or so individually. Let's look back individually.",,,,
Teacher,120.3,"Okay, yeah. Let's look, paragraph two, it says, NASA sent a small machine called a lunar orbiter to investigate. So this lunar orbiter will land on the moon South Pole to look for ice deposits",,,,
Teacher,120.3,Let's look back at the text.,,,,
Luis,120.3,"Oh, um,",,,,
Teacher,120.3,Perfect. Okay. So if you look at our original question. Let's go back and Decode that question.,,,,
Teacher,120.3,That's okay look back through those first couple paragraphs.,,,,
Oliver,120.3,I'm not sure.,,,,
Teacher,120.3,"But let's look back at this specific article because this is about water on the moon. Okay, so let's look at paragraph two,",,,,
Teacher,120.3,water can be broken down into two parts hydrogen and oxygen.,,,,
Teacher,120.3,Everybody look back with us and Jazmin read that sentence that you found NASA sent a small machine.,,,,
Jazmin,120.3,"Okay, so in paragraph two, NASA sent a small machine called a lunar orbiter to investigate.",,,,
Teacher,120.3,"Hey, you want to take a quick look at your article that you read. You could look at the sentence. What do you see there?",,,,
Teacher,120.3,It says rocket fuel.,,,,
Farrah,120.3,"I don't, I don't see what you're seeing",,,,
Teacher,120.3,The part of the paragraph. The article. The second part where waters valuable resource. It's paragraph number five starts off moon water can use one other ways.,,,,
Farrah,120.3,"Okay, yeah, yeah. Oh, I see that I see.",,,,
Teacher,120.3,I've got your answers that you that you wrote down and so Chris. Could you read the first question that we were supposed to answer.,,,,
Chris,120.3,Uh huh. It says what equipment it scientists used to discover water on the moon.,,,,
Teacher,120.3,"Well, why would finding water on the moon useful.",,,,
Teacher,120.3,"But if we go back in the text, and we just need to clarify.",,,,
Teacher,120.3,"Teacher:Chris can We go to paragraph two,",,,,
Chris,120.3,Yeah.,,,,
Teacher,120.3,Very first in its,,,,
Chris,120.3,NASA send a small machine on the lunar orbiter to investigate.,,,,
Teacher,120.3,"Luis Can you read the second sentence and paragraph two,",,,,
Luis,120.3,"I'm sure. Okay, this loan or what, oh well land damone South Pole and look for ice deposits and a large polar crater.",,,,
Teacher,120.3,but what we really want to focus on is more of this reading. And so why don't you go ahead and read the discussion question for us.,,,,
Luis,120.3,"Okay, um, the discussion question what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.3,Jazmin. Can I get you to read the question.,,,,
Jazmin,120.3,"Reach Every Reader:Okay, the question was what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.3,"All right. Can I get Oliver to read the question for us, please.",,,,
Oliver,120.3,"Sure. Okay. So it says, um, is there convincing evidence that water on the moon would be valuable.",,,,
Teacher,120.3,"Okay, so let's go back at a our article, so everybody look at your article. Farrah, you had a great question there. Okay.",,,,
Teacher,120.3,"All right, who would like to read the first part there.",,,,
Teacher,120.3,"Can I get you to do it, Oliver.",,,,
Teacher,120.3,"Alright, Farrah read that, the number one.",,,,
Oliver,120.3,"Um, yeah, I can read it. Okay, so, um,",,,,
Teacher,120.3,"Great. All right, who would like to read number two.",,,,
Teacher,120.3,"Okay, let's let Chris, will you read number two.",,,,
Chris,120.3,Um yeah okay so,,,,
Teacher,120.3,"Alright, Jazmin. Can I get you to read number three.",,,,
Jazmin,120.3,Sure. Okay. Number three,,,,
Teacher,120.3,"You, why don't you go ahead you and Farrah, why don't you go ahead and take a moment to read back again starting from paragraph one and see if you can underline what they use to discover water on the moon.",,,,
Teacher,120.3,Teacher:And then also I would like you. We need to relook at the question and we need to reevaluate that question. So can you read back the question for me.,,,,
Chris,120.3,Yeah okay. What equipment it scientists used to discover water on the moon.,,,,
Teacher,120.3,"they they use the small machine, the Lunar Orbiter to investigate.",,,,
Farrah,120.3,Okay.,,,,
Teacher,120.3,NASA sent this small machine called a lunar orbiter to investigate the lunar orbiter will land at the moon South Pole and look for US Department posits in a large polar crater. These deposits are very small.,,,,
Teacher,120.3,"And then in paragraph three, it says that means the moon is still drier than the dress desert on Earth. The water they found is microscopic meaning you wouldn't be able to see if you were looking straight at it, you would need a scientific tool called a microscope to look really closely.",,,,
Jazmin,120.3,"Okay, well I got my answer from paragraph to I don't know what's wrong with mine.",,,,
Teacher,120.3,Okay. And then if you look in at then at the next,,,,
Teacher,120.3,Ever end the end we're going to look at the next paragraph and so,,,,
Teacher,120.3,So let's look back at the text. So what is the question we're trying to answer.,,,,
Farrah,120.3,The question is what equipment did scientists use to discover water on the moon.,,,,
Teacher,120.3,"Okay, so if we go back and we look in the text. Okay. Do you, can you guys see the text.",,,,
Farrah,120.3,"Yeah, we all have it on our tablets.",,,,
Teacher,120.3,Let's look at the third paragraph. Does anyone want to read that for me.,,,,
Oliver,120.3,"Yeah, I can do it.",,,,
Teacher,120.3,"Okay. Well, you mentioned how you know about oxygen tanks and about masks and all that good stuff. So can you read to me, please. The second paragraph, under the moon is a desert.",,,,
Luis,120.3,"Yeah, okay. Um, let's see. So NASA sent a small machine called a lunar orbiter to invest",,,,
Teacher,120.3,"Can you read that. Yeah, read the next sentence.",,,,
Luis,120.3,Yeah.,,,,
Teacher,120.3,"Um, what do you think it does. According to paragraph two, what does it do, again, what's the second sentence say",,,,
Farrah,120.3,Lunar Orbiter will land at the South Pole and look for ice deposits in a large polar,,,,
Teacher,120.3,will you reread the question for me.,,,,
Luis,120.3,"Yeah, okay. Um, is there convincing evidence that",,,,
Teacher,120.3,And it can you continue for the next two sentences.,,,,
Chris,120.3,"Oh, yeah, yeah. For example, future astronauts drink this water. Water is heavy. It takes up a lot of room on a spacecraft",,,,
Teacher,120.3,"The scientist, it says that they need a microscope to look closely.",,,,
Teacher,120.3,"Alright, so first of all, let's look at the question so Chris, would you go ahead and read the question to us.",,,,
Luis,120.3,"Sure. Okay. It says, oh, what equipment that scientists use to discover water on the moon.",,,,
Teacher,120.3,"I want to look back at the question so Jazmin, would you go ahead and read the question for us.",,,,
Jazmin,120.3,"Okay, it says what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.3,"Okay, well I do see oxygen tanks and it's actually in paragraph five, so I'd like everybody to look at paragraph five,",,,,
Teacher,120.3,To look at paragraph and we're going to see why we're going to see why that doesn't work. So it says the moon.,,,,
Teacher,120.3,"Water could be useful in other ways. Water can be broken down into parts hydrogen and oxygen astronauts could breathe the oxygen, oxygen and hydrogen could also be used as rocket fuel.",,,,
Teacher,120.3,"Okay, so go ahead and read that last sentence for us.",,,,
Oliver,120.3,"Okay, so it says on your needle scientific tool called a microscope to look really closely.",,,,
Teacher,120.3,"Well, that's fantastic. How about you be the one to read paragraph two for us again because it seems like we're a little confused on the correct answer here and I want to see if we can hone in on it.",,,,
Luis,120.3,"Okay, um paragraph two",,,,
Teacher,120.3,"Sure. So, Farrah, why don't you go ahead and read our discussion question to us.",,,,
Farrah,120.3,"Um, what equipment did scientists use to discover water on the moon.",,,,
Teacher,120.3,"Perfect summary. Thank you so much for summer for us but I loved your summary. And you mentioned one piece of equipment that's used, let's go back and look at paragraph one into",,,,
Teacher,120.3,but read the question to me one more time.,,,,
Teacher,120.3,"So, let's go back up the text has one, two, and three. So in looking at the one, two, and three, they're short little sentences.",,,,
Luis,120.3,Excuse me.,,,,
Teacher,120.3,"Let's look at number two, the sentence starts with NASA",,,,
Teacher,120.3,Okay so reread that,,,,
Teacher,120.3,"Okay, so that number two we just read, read",,,,
Teacher,120.3,"And it says, NASA send a small machine called a lunar orbiter to investigate. This Lunar Orbiter looks for ice deposits in a large polar crater, the ice deposits are very small.",,,,
Teacher,120.3,"So, reading back through and what Jazmin had just talked about with this small machine",,,,
Chris,120.3,"Want me to read, read, where I got my answer from or you want me to read where Jazmin got her answer from?",,,,
Teacher,120.3,"But how about. First, we go back to the question itself. Oh, yes. Jazmin.",,,,
Jazmin,120.3,"Well, I was just when you say I wasn't sure why.",,,,
Teacher,120.3,"Would you be okay to read the final sentence there. Oh, yes, yes. Jazmin.",,,,
Jazmin,120.3,"I will, I will just be about, like, I was wondering if this was maybe the answer is NASA use a small machine to get to the water. This is that a good answer.",,,,
Teacher,120.3,What's that say,,,,
Chris,120.3,"So in part three, it says",,,,
Teacher,120.3,"Yeah, the one starts with that the final sentence there. My apologies. Oh.",,,,
Chris,120.3,Gotcha. You need a scientific,,,,
Teacher,120.3,Can you look back in the text and see,,,,
Farrah,120.3,[Reads text to herself quickly]. NASA sent a small machine called a Lunar Orbiter to investigate.,,,,
Teacher,120.3,So let's look back and can you reread paragraph three for me.,,,,
Chris,120.3,"Yeah, but my answer is in paragraph one, it's not in paragraph three",,,,
Teacher,120.3,Can you read paragraph two for me.,,,,
Luis,120.3,Okay.,,,,
Teacher,120.3,"So if you look back, paragraph two, can you read that for me.",,,,
Teacher,120.3,"Okay, good. So I want you to go back and I'd like you to look at paragraph number five.",,,,
Teacher,120.3,So we need to look and paragraph number two.,,,,
Teacher,120.3,"In paragraph number two. The first sentence. It says, NASA send a small machine called a lunar orbiter to investigate this lunar orbiter will land on the moon surface.",,,,
Teacher,120.3,Or the South Pole and look for ask deposits in a large polar crater vast deposits are very small.,,,,
