teacher,actor,text,Request (T),Action (S),intent,type,topic,coach_yn,step
76,Chris," It feels like that's missing from the, from the reading or I don't know",,,210.2,response,1,1,1
76,Teacher," What is it, it's specifically asking us about water right",,,210.2,remark,1,1,1
76,Teacher, And I think it's really cool that you got to experience that,,,210.2,remark,1,1,1
76,Teacher,"Yeah, all those things are really important",,,210.2,remark,1,1,1
76,Teacher, But in this article,,,210.2,remark,1,1,1
76,Teacher, So what does equipment main guys,,,210.2,remark,1,1,1
76,Teacher,So in this one it's going to tell us about the equipment that's used for water,,,210.2,remark,1,1,1
76,Teacher,Oliver?,,,,remark,1,1,1
76,Oliver,It's like machines or or things you use to help you do something,,,,response,1,1,1
76,,Good,,,110.4,,1,1,1
76,Teacher,So we are going to look back in our passage,,,120.3,remark,1,1,1
76,,"So right now we are trying to answer the question, what equipment",,,120.2,,1,1,1
76,, So it's like a machine that we're going to use or like a tool,,,110.4,,1,1,1
76,Teacher, So I will everybody to get back into their passage,,,120.3,remark,1,1,1
76,Teacher," Yes, Oliver",,,210.4,remark,1,1,1
76,Teacher," And while I'm reading, we are looking for",,,210.4,remark,1,1,1
76,Teacher,"We are going to be in paragraph two, and I'm going to read it to you",,,210.4,remark,1,1,1
76,Oliver,"I'm so sorry I'm unfortunately we have to go to the next group and have to end this session, but thank you so much",,,210.4,response,1,1,1
76,Teacher, Luis,,,420.3,remark,2,1,1
76,Teacher," So I want everybody to look in your text at paragraph two, yes",,,420.3,remark,2,1,1
76,Teacher,"Okay guys, so we just identified that we are looking for the equipment that was used to specifically discover water",,,420.3,remark,2,1,1
76,Luis,"Um, yeah, I just wanted to say, my dad's an astronaut",,,420.3,response,2,1,1
76,Teacher, Has he told you about these kind of thing,,,140.1,remark,2,1,1
76,Teacher,"Oh, that is so awesome",,,140.1,remark,2,1,1
76,Luis,"Yeah, he, he talks about it all the time",,,140.1,response,2,1,1
76,Luis," And like, that's how come I know so much about space",,,140.1,response,2,1,1
76,Teacher, So I am sure that you are going to do a great job when we look back for this specific tool because you probably heard of it before,,,310.1,remark,2,1,1
76,Teacher,"Yeah, I am so glad that you know so much about space",,,310.1,remark,2,1,1
76,Teacher,"So we're going to look at, paragraph two, okay",,,210.4,remark,2,1,1
76,Teacher, So I just want you to listen while I am reading and if we find a particular equipment we might stop and talk about it,,,210.4,remark,2,1,1
76,Teacher, Okay,,,210.4,remark,2,1,1
76,Teacher,Now they sent small machine called a lunar orbiter to investigate,,,210.2,remark,2,1,1
76,Teacher," So what is a small machine, what's another word, maybe one that's in our question",,,210.2,remark,2,1,1
76,Teacher, That means the same thing,,,210.2,remark,2,1,1
76,Teacher,Jazmin,,,,remark,2,1,1
76,Jazmin," It's a piece of equipment, right, like it's something you could use use",,,,response,2,1,1
76,Jazmin,So like a small machine,,,,response,2,1,1
76,Teacher, So a small machine is a piece of equipment and what is this piece of equipment called?,,,110.4,remark,2,1,1
76,Teacher,Good,,,110.4,remark,2,1,1
76,Teacher, That is exactly right,,,110.4,remark,2,1,1
76,Jazmin,RER: It is a lunar orbiter,,,110.4,response,2,1,1
76,Teacher, Farrah,,,130.2,remark,2,1,1
76,Teacher, And they're saying that they're using the Lunar Orbiter to investigate,,,110.4,remark,2,1,1
76,Teacher,Exactly,,,110.4,remark,2,1,1
76,Teacher,So what investigate mean does anybody know,,,130.2,remark,2,1,1
76,Farrah, So investigates like when you're a detective and you're like getting clues and finding out the truth,,,130.2,response,2,1,1
76,Farrah,Yes,,,130.2,response,2,1,1
76,Teacher,Good,,,210.2,remark,2,1,1
76,Teacher, Does anybody know a synonym for the word investigate,,,210.2,remark,2,1,1
76,Teacher,Oliver?,,,,remark,2,1,1
76,Oliver, So synonym is like something that's like the same like a word that means the same thing,,,,response,2,1,1
76,Oliver, Right,,,,response,2,1,1
76,Oliver, Yeah,,,,response,2,1,1
76,Oliver,Yeah,,,,response,2,1,1
76,Oliver," Um, okay",,,,response,2,1,1
76,Oliver,Exactly,,,,response,2,1,1
76,Oliver," Yeah, um, a synonym for investigage is like, is find the same?",,,,response,2,1,1
76,Oliver, Awesome,,,,response,2,1,1
76,Teacher, That is a synonym for investigate,,,420.1,remark,2,1,1
76,Teacher, So now let's look back at our question and see if we can find a word in our question,,,420.1,remark,2,1,1
76,Teacher, That's good,,,420.1,remark,2,1,1
76,Teacher,Find would be the same,,,420.1,remark,2,1,1
76,Chris,"Oh, oh, oh",,,420.1,response,2,1,1
76,Teacher, Do you think you know it,,,120.1,remark,2,1,1
76,Teacher,Chris,,,120.1,remark,2,1,1
76,Chris,Yeah yeah discover,,,120.1,response,2,1,1
76,Teacher,"Discover, that's great",,,110.4,remark,2,1,1
76,Teacher, But let's look back,,,420.3,remark,2,1,1
76,Teacher,"It's discovering so let's keep reading to see if it tells us what they're trying to discover because so far, we have a piece of equipment that's trying to discover something",,,420.3,remark,2,1,1
76,Teacher,"This lunar orbiter will land at the moon South Pole and look for ice deposit in a large polar crater, the ice deposits are very small, scientists said that one top of the one ton of the top layer of the moon surface would hold in total about 32 ounces of water",,,220.1,remark,2,1,1
76,Teacher, So what is an ice deposit,,,220.1,remark,2,1,1
76,Teacher,Does anybody know,,,120.1,remark,2,1,1
76,Teacher,Luis,,,,remark,2,1,1
76,Luis,"I yeah yeah i know an ice deposit's, like on a planetoid or like a rocky planet or a moon on that",,,,response,2,1,1
76,Luis, It's like like ice like frozen water that's that's like on on the surface of the planet,,,,response,2,1,1
76,Teacher,So right now we have a piece of equipment that is discovering water,,,410.2,remark,2,1,1
76,Teacher,"Great, I can really tell you use your background knowledge with that",,,310.1,remark,2,1,1
76,Teacher, So right now I want you to think about what might be a better answer to our question because now we found a piece of equipment that's looking to discover water,,,410.2,remark,2,1,1
76,Teacher, So you're absolutely right and ice deposit is a piece of frozen water that's on a planet,,,310.1,remark,2,1,1
76,Teacher,"So take a second and write a new answer yes, Jazmin",,,420.2,remark,2,1,1
76,Jazmin,I think I know the answer,,,420.2,response,2,1,1
76,Teacher,"Okay, do you want to share your answer with us",,,210.1,remark,2,1,1
76,Jazmin,"So I think I was really close, it's the lunar orbiter, the lunar orbiter's what discovered the water",,,210.1,response,2,1,1
76,Teacher,That's great,,,110.4,remark,2,1,1
76,Teacher," So guys, I want you to think",,,110.4,remark,2,1,1
76,Teacher, That's absolutely right,,,110.4,remark,2,1,1
76,Teacher, So we found this time that that's our specific answer that it was the Lunar Orbiter,,,110.4,remark,2,1,1
76,Teacher, We just needed to look more closely at our text,,,510.1,remark,2,1,1
76,Teacher,"So I want you to think about what you can do differently next time when you're answering your next question to make sure you get the specific answer that we're looking for, because you guys were all really close",,,510.1,remark,2,1,1
76,Teacher,Chris,,,,remark,2,1,1
76,Chris,"Um, I actually forgot what I was gonna say",,,,response,2,1,1
76,Teacher,That's fine,,,,remark,2,1,1
76,Teacher,Oliver?,,,,remark,2,1,1
76,Oliver,"Um, yeah",,,,response,2,1,1
76,Oliver, So scientists found the craters full of water on the moon,,,,response,2,1,1
76,Oliver,"So I was wondering, like, Um, did they use, they use the Lunar Orbiter to find it",,,,response,2,1,1
76,Oliver, But did they not use a microscope?,,,,response,2,1,1
76,Teacher,I understand what you're asking me yes there,,,,remark,2,1,1
76,Teacher," So let's look at paragraph three, okay",,,,remark,2,1,1
76,Teacher, Let's look at what this sentence says,,,,remark,2,1,1
76,Teacher,That means the moon is still drier than the driest desert on Earth,,,210.4,remark,2,1,1
76,Teacher, If you were looking straight at it,,,210.4,remark,2,1,1
76,Teacher, The water they found is microscopic meaning you wouldn't be able to see it,,,210.4,remark,2,1,1
76,Teacher,You need a scientific toll called a microscope to look really closely,,,210.4,remark,2,1,1
76,Teacher," So what is that microscope, helping them do guys",,,210.4,remark,2,1,1
76,Oliver,"It's helping them see it, when they study it",,,210.4,response,2,1,1
76,Teacher,"Yeah, they're looking at it really closely, they're not looking",,,210.2,remark,2,1,1
76,Teacher," They're not discovering it yet what in order to look at it really closely, they have to have already found it right",,,210.2,remark,2,1,1
76,Oliver,I understand,,,210.2,response,2,1,1
76,Oliver, So it was like two different things,,,210.2,response,2,1,1
76,Oliver," They say, I understand",,,210.2,response,2,1,1
76,Oliver," Yeah, so they they found it using the Lunar Orbiter and they and they studied it using the microscope",,,210.2,response,2,1,1
76,Teacher," We had discovering it and we have looking at it, what are those two words",,,230.1,remark,2,1,1
76,Teacher, And what are those two different things,,,230.1,remark,2,1,1
76,Teacher, What kind of words are those that we talked about earlier in this lesson,,,230.1,remark,2,1,1
76,Teacher,Yeah,,,230.1,remark,2,1,1
76,Oliver,"Um, synonym?",,,230.1,response,2,1,1
76,Teacher,No,,,130.3,remark,2,1,1
76,Teacher," What is the type of word we used, but remember way earlier at the beginning of this lesson when we talked about action words",,,130.3,remark,2,1,1
76,Oliver,And that's how we discover discover,,,130.3,response,2,1,1
76,Teacher, Yes,,,510.1,remark,2,1,1
76,Teacher, It can help you to look for that action words in the question because that's going to help you know specifically what you're looking for,,,510.1,remark,2,1,1
76,Teacher, Chris,,,510.1,remark,2,1,1
76,Teacher,"Yes, so the next time you're reading a tough question",,,510.1,remark,2,1,1
76,Chris,"So we have to go to lunch, but I just wanted to say thank you so much for working with us and like specifically like, you you really helped us clear up some misconceptions, we have like you helped us to understand the meaning of the word discover and you also helped us make sure that we were using evidence",,,510.1,response,2,1,1
76,Chris, So thank you so much,,,,response,2,1,1
76,Chris, So I don't know,,,,response,2,1,1
76,Chris," Like I feel like I understand like the question, much better now",,,,response,2,1,1
76,Chris, And that was really cool,,,,response,2,1,1
76,Chris,When we were talking about stuff because we had to justify it in in the stuff that we were reading,,,,response,2,1,1
76,Teacher,No problem,,,,remark,2,1,1
76,Teacher, You guys are welcome,,,,remark,2,1,1
76,Unclear,Hi,,,,,0,1,1
76,Unclear, What's your name?,,,,,0,1,1
76,Unclear, Hi,,,,,0,1,1
76,Unclear,Um,,,,,0,1,1
76,Teacher, Ms,,,,remark,0,1,1
76,Teacher,Um,,,,remark,0,1,1
76,Unclear, [teacher name],,,,,0,1,1
76,Unclear,Hi,,,,,0,1,1
76,Unclear,"Hi, Ms",,,,,0,1,1
76,Teacher, [teacher name],,,,remark,0,1,1
76,Teacher,?,,,,remark,0,1,1
76,Teacher, Am I supposed to be seeing you or the virtual kids,,,,remark,0,1,1
76,Teacher,"I'm sorry, I have a question",,,,remark,0,1,1
76,Unclear,"You can't see, us?",,,,,0,1,1
76,Teacher,"Okay, no, I can't",,,,remark,0,1,1
76,Teacher, No,,,,remark,0,1,1
76,Teacher,Yeah,,,,remark,0,1,1
76,Bennett,Okay,,,,,0,1,1
76,Bennett," Ah, you're seeing me!",,,,,0,1,1
76,Bennett,"Okay, give me one moment",,,,,0,1,1
76,Teacher,Okay,,,,remark,0,1,1
76,Bennett,Let's try this again,,,,,0,1,1
76,Bennett,Okay,,,,,0,1,1
76,Chris,"Okay, great",,,,response,0,1,1
76,Teacher,Yes,,,,remark,0,1,1
76,Chris,"Um, hi",,,,response,0,1,1
76,Chris,"Now do you see me, Chris?",,,,response,0,1,1
76,Teacher,Hi,,,150.1,remark,0,1,1
76,Teacher, [teacher name] and we're just going to be talking about your question today,,,150.1,remark,0,1,1
76,Teacher, I'm Ms,,,150.1,remark,0,1,1
76,Teacher,"So, in this article we heard a lot of things about NASA and the moon as a desert and let's just talk about your answers",,,150.1,remark,0,1,1
76,Teacher,So we have a lot of different answers,,,150.1,remark,0,1,1
76,Teacher,So let's look back in our texts,,,150.1,remark,0,1,1
76,Teacher, Let's think about it,,,150.1,remark,0,1,1
76,Teacher, And let's see if we had the best answer,,,150.1,remark,0,1,1
76,Luis," Um, I shouldn't be ni this group",,,150.1,response,0,1,1
76,Luis,"Um, excuse me",,,150.1,response,0,1,1
76,Luis, I already know all there is to know about space,,,150.1,response,0,1,1
76,Luis,"Um, okay",,,,response,0,1,1
76,Teacher, Okay,,,150.1,remark,0,1,1
76,Teacher,"Okay, well, we're just going to work on making sure we have the best answer for the question",,,150.1,remark,0,1,1
76,Teacher,And we had some really great responses,,,220.1,remark,0,1,1
76,Teacher, We're trying to figure out what equipment that scientists used to discover water on the moon,,,210.2,remark,0,1,1
76,Teacher,So when we look back at our text,,,210.2,remark,0,1,1
76,Teacher, So we're going to make sure that our answers can be proven from our text,,,220.1,remark,0,1,1
76,Teacher,"So if we look back, it says that, they used a small machine called a lunar orbiter to investigate",,,130.3,remark,0,1,1
76,Teacher,So did anybody talk about that? Let's see,,,150.1,remark,0,1,1
76,Jazmin,"Well, um, I",,,150.1,response,0,1,1
76,Jazmin, It's me Jazmin,,,150.1,response,0,1,1
76,Jazmin, I said that they used a small machine that was my answer,,,150.1,response,0,1,1
76,Teacher, So I think it's asking us to say like the title of the object,,,210.2,remark,0,1,1
76,Teacher,So did anybody say like a title?,,,130.2,remark,0,1,1
76,Teacher,"You did, you did say that, but if we look, it says What equipment",,,210.2,remark,0,1,1
76,Teacher, So what is the name of that machine called?,,,210.4,remark,0,1,1
76,Teacher, This lunar orbiter looks for ice deposits in a large polar crater,,,210.4,remark,0,1,1
76,Teacher, So let's look back and see if we can find it,,,210.4,remark,0,1,1
76,Teacher,Because it's in our passage,,,210.4,remark,0,1,1
76,Teacher," So it says, NASA sent a small machine called a Looper Lunar Orbiter to investigate",,,210.4,remark,0,1,1
76,Chris,"Um, well, I talked about the polar craters because I said that they found a lot of water in the craters",,,210.4,response,0,1,1
76,Teacher, So they did use it to find a lot of water in the craters,,,210.2,remark,0,1,1
76,Teacher, But what tool where they using?,,,210.2,remark,0,1,1
76,Jazmin,"Um, the small machine",,,,response,0,1,1
76,Teacher, It's telling us to talk about what equipment,,,210.2,remark,0,1,1
76,Teacher,You're right,,,210.2,remark,0,1,1
76,Teacher, But if we look back at our question,,,210.2,remark,0,1,1
76,Teacher, So,,,210.4,remark,0,1,1
76,Teacher, So let's read the sentence,,,210.4,remark,0,1,1
76,Teacher, But let's look back and see what that's called,,,210.4,remark,0,1,1
76,Teacher," Okay, so we're on number two, NASA sent a small machine called a lunar orbiter to investigate",,,210.4,remark,0,1,1
76,Teacher,"Yes, the small machine",,,210.4,remark,0,1,1
76,Jazmin,"Oh, it's called a lunar orbiter",,,210.4,response,0,1,1
76,Teacher, So good,,,110.4,remark,0,1,1
76,Teacher,"Yeah, exactly",,,110.4,remark,0,1,1
76,Teacher,"So, to make our answer better",,,130.3,remark,0,1,1
76,Teacher,You get it?,,,150.1,remark,0,1,1
76,Teacher, We could say NASA sent a small machine called a lunar orbiter,,,130.3,remark,0,1,1
76,Farrah,"Oh, I don't understand why my answer is still wrong",,,150.1,response,0,1,1
76,Oliver, I circled the same thing as Farrah,,,,response,0,1,1
76,Oliver,"Yeah, yeah",,,,response,0,1,1
76,Oliver, Me too,,,,response,0,1,1
76,Teacher,Okay,,,120.3,remark,0,1,1
76,Teacher," Well, if we look back in the number three which says that means that the moon is still drier than the driest desert on Earth",,,120.3,remark,0,1,1
76,Teacher, The water they found is microscopic,,,120.3,remark,0,1,1
76,Teacher,Meaning you wouldn't be able to see it,,,120.3,remark,0,1,1
76,Teacher,Now let's look at our question and let's remember what our questions said,,,150.1,remark,0,1,1
76,Teacher," If you are looking straight at it, you need a scientific tool called a microscope to look really close",,,120.3,remark,0,1,1
76,Teacher,So our question said what equipment did scientists use to discover water on the moon?,,,120.2,remark,0,1,1
76,Teacher,"Now, what does a microscope do? What did it say a microscope did in the text?",,,210.4,remark,0,1,1
76,Farrah,"Um, you use it to look at the water",,,210.4,response,0,1,1
76,Teacher,ou have to discuss,,,,remark,0,1,1
76,Teacher,"Right, you use it to look at the water",,,110.4,remark,0,1,1
76,Oliver,Yeah,,,,response,0,1,1
76,Teacher,"Yeah, so you have to",,,,remark,0,1,1
76,Oliver,"Sorry, sorry",,,,response,0,1,1
76,Teacher, Does anyone know what discover means?,,,210.4,remark,0,1,1
76,Teacher,So you have to find the water before you can look at it right,,,210.4,remark,0,1,1
76,Oliver, It's like when you find something,,,210.4,response,0,1,1
76,Oliver,"Yeah, it's like, um, it's like, um, you said already",,,210.4,response,0,1,1
76,Teacher,So do you understand how we could improve your answer?,,,150.1,remark,0,1,1
76,Teacher, Before we can look at it,,,210.4,remark,0,1,1
76,Teacher, And we're going to use the Lunar Orbiter to find it,,,210.4,remark,0,1,1
76,Teacher,Right so discovers when we find it so we have to find it first,,,210.4,remark,0,1,1
76,Farrah,"Um, we have to say that need a scientific tool microscope to discover the water instead of just to look it",,,210.4,response,0,1,1
76,Teacher,"Okay, but can we do we use the microscope to discover the water?",,,210.4,remark,0,1,1
76,,Because let's look back at our passage and see what a microscope does,,,210.4,,0,1,1
76,Teacher,You need a scientific tool called a microscope to look very closely,,,210.4,remark,0,1,1
76,Oliver,"Yeah, Farrah, she said discover means to find it and and we we thought the thing said to to look at it which is different from finding it",,,210.4,response,0,1,1
76,Chris,"Well, I know a lot about space too I went to NASA with my dad and I know that astronauts, um, they have like oxygen tanks and, um, they have suits and they have masks",,,,response,0,1,1
76,Teacher,That's really cool,,,110.1,remark,0,1,1
76,Teacher,"Okay, so we're talking about the equipment they used to discover water",,,120.2,remark,0,1,1
76,Teacher, But let's get back on topic,,,110.1,remark,0,1,1
76,Teacher,All right,,,,remark,0,1,1
76,Chris, Okay,,,,response,0,1,1
76,Chris," Well, well, I talked about water in my answer too",,,,response,0,1,1
76,Chris,Okay,,,,response,0,1,1
76,Teacher,So we asked what equipment did scientists use to discover water on the moon?,,,120.2,remark,0,1,1
76,Teacher, But let's look at our discussion question,,,210.3,remark,0,1,1
76,Teacher,You're right you did talk about the water,,,210.3,remark,0,1,1
76,Teacher, Okay,,,420.1,remark,0,1,1
76,Teacher,So when we're answering questions we need to make sure we're answering the question that's being asked,,,420.1,remark,0,1,1
76,Teacher,So look back at your answer,,,120.1,remark,0,1,1
76,Teacher,Does it say anything about the equipment that they used?,,,210.3,remark,0,1,1
76,Chris,"Oh, no, no, it talks about the craters not the equipment",,,210.3,response,0,1,1
76,Teacher,Right,,,,remark,0,1,1
76,Teacher,So we need to find the equipment that they used,,,210.2,remark,0,1,1
76,Teacher,"So look back in your passage, what equipment did they use to find the water",,,210.4,remark,0,1,1
76,Teacher,If we look at number two,,,210.4,remark,0,1,1
76,Teacher,NASA sent a small machine called a loomer Lunar Orbiter to investigate,,,130.3,remark,0,1,1
76,Teacher,This Lunar Orbiter looks for ice deposits in a large polar crater,,,210.4,remark,0,1,1
76,Teacher, These ice deposits are very small and what is what is ice?,,,210.4,remark,0,1,1
76,Chris,"Oh, oh, yeah, ice is the same thing as water",,,210.4,response,0,1,1
76,Jazmin,"Oh, right, yeah, yeah",,,,response,0,1,1
76,Farrah,"Oh yeah, I see that, ice is like, it's the same thing because we learned that in science class about how like the three states of matter",,,,response,0,1,1
76,Teacher,Thank you,,,,remark,0,1,1
76,All,Bye,,,,,0,1,1
77,Teacher,"Alright, so the discussion question is what equipment did scientists use to discover water on the moon?",,,120.2,remark,0,1,3
77,Luis,Uh,,,,response,0,1,3
77,Teacher,Go ahead,,,,remark,0,1,3
77,Luis," I, I shouldn't be in this group, I already know all about space",,,,response,0,1,3
77,Luis, Yeah,,,,response,0,1,3
77,Luis,Excuse me,,,,response,0,1,3
77,Teacher,"Okay, so what is your answer to the discussion question?",,,120.4,remark,0,1,3
77,Luis,"Um, let me see",,,120.4,response,0,1,3
77,Luis," I said, that scientists use a lot of equipment like oxygen tanks",,,120.4,response,0,1,3
77,Luis, I already know that equipment that they use,,,120.4,response,0,1,3
77,Teacher,Go back to the text that you read,,,120.3,remark,0,1,3
77,Teacher,"Um, well, you're right",,,110.1,remark,0,1,3
77,Teacher,Need you to narrow down your answer more specific,,,210.3,remark,0,1,3
77,Teacher,But what equipment did they use to discover water on the moon?,,,120.2,remark,0,1,3
77,Luis,"Um,",,,210.3,response,0,1,3
77,Luis,"Um,",,,,response,0,1,3
77,Luis,What did they use to discover water on the moon?,,,120.2,response,0,1,3
77,Luis,"Um, I don't know, um like maybe",,,,response,0,1,3
77,Chris,"Oh, well I said that they found craters full of water on the moon",,,,response,0,1,3
77,Teacher,"Let's go back to our text, we have these specific answers from the text",,,210.4,remark,0,1,3
77,Teacher, What equipment did they use?,,,210.4,remark,0,1,3
77,Teacher,Okay then not full of water,,,130.3,remark,0,1,3
77,Teacher,They did find water,,,210.2,remark,0,1,3
77,Teacher, But the question wants to know what equipment did they use,,,210.2,remark,0,1,3
77,Farrah,"Well, in my answer, I, I talked about the equipment",,,210.2,response,0,1,3
77,Farrah," I said that they they used a scientific tool called a microscope to, to look really closely",,,210.2,response,0,1,3
77,Farrah," It's me, Farrah",,,210.2,response,0,1,3
77,Teacher,Right--,,,,remark,0,1,3
77,Oliver,I,,,,response,0,1,3
77,Teacher,Go ahead,,,,remark,0,1,3
77,Oliver,I was gonna show you that I have the same answer as Samantha,,,,response,0,1,3
77,Teacher,"Okay, so what's your answer?",,,120.4,remark,0,1,3
77,Oliver,"Um, that they use the microscope to look closely at the water",,,120.4,response,0,1,3
77,Teacher,Okay,,,,remark,0,1,3
77,Teacher,Is that all that they used?,,,120.1,remark,0,1,3
77,Oliver, It says here the water they found is microscopic meaning you won't be able to see it if you're looking straight at it,,,,response,0,1,3
77,Teacher,Right--,,,,remark,0,1,3
77,Oliver,"Um, well, I mean, that's what it says",,,,response,0,1,3
77,Farrah,"Yeah, the um, the, the next part of that says you know that you'd like let me look at it, you need a scientific tool called a microscope to look really closely",,,,response,0,1,3
77,Farrah," So, I mean, I don't understand why my answer's wrong",,,,response,0,1,3
77,Teacher,I didn't say it was wrong,,,110.2,remark,0,1,3
77,Teacher, Once they found it,,,130.3,remark,0,1,3
77,Teacher,"So, but what did they use to discover the water that, they used a microscope microscope to look at it",,,130.3,remark,0,1,3
77,Teacher,But what equipment did they use to find it?,,,210.2,remark,0,1,3
77,Teacher,Go back to the text and look,,,120.3,remark,0,1,3
77,Teacher,"Luis, what do you think?",,,120.4,remark,0,1,3
77,Luis," Um, well, like when they were on Earth, you know, because that's how you can look from Earth on",,,120.4,response,0,1,3
77,Luis,"Well, I think that because they they really like to have to travel around a lot that they probably use their like their their their like telescopes to look at the water",,,120.4,response,0,1,3
77,Teacher,Okay,,,,remark,0,1,3
77,Jazmin,"Um, well, I, I had a different answer",,,,response,0,1,3
77,Jazmin,"And mine came from the text too, but I don't know why it's wrong",,,,response,0,1,3
77,Teacher,"Okay, you need to be more specific in your answer",,,410.2,remark,0,1,3
77,Teacher, What small machine? What was it called?,,,410.2,remark,0,1,3
77,Jazmin,NASA sent a small machine called a lunar to investigate,,,410.2,response,0,1,3
77,Jazmin," Um, a lunar orbiter?",,,410.2,response,0,1,3
77,Teacher,Yes,,,110.4,remark,0,1,3
77,Teacher, You had to use a microscope,,,130.3,remark,0,1,3
77,Teacher, You can't even see it,,,130.3,remark,0,1,3
77,Teacher,"So NASA sent a small machine called a lunar orbiter to investigate and it looked for ice deposits and the craters, and then they use that microscope to see it because it's so tiny",,,130.3,remark,0,1,3
77,Teacher,So that makes sense?,,,150.1,remark,0,1,3
77,Jazmin,"Um, I mean, I guess so",,,150.1,response,0,1,3
77,Jazmin, I guess,,,150.1,response,0,1,3
77,Teacher,Anybody have any questions about that question?,,,150.1,remark,0,1,3
77,Farrah," I mean, I guess",,,150.1,response,0,1,3
77,Farrah,"Um, well",,,150.1,response,0,1,3
77,Farrah," I mean, I guess it's like, but I still think like the microscope is is equipment too",,,,response,0,1,3
77,Farrah,I don't know,,,,response,0,1,3
77,Teacher,It is,,,130.3,remark,0,1,3
77,Teacher, But they didn't use it to discover the water,,,130.3,remark,0,1,3
77,Chris, So I know that the scientists use a lot of equipment like oxygen tanks and masks and suits too,,,130.3,response,0,1,3
77,Chris,I went to NASA,,,130.3,response,0,1,3
77,Teacher,"Yeah, yeah, they do, but we were just discussing this question",,,110.1,remark,0,1,3
77,Teacher,You're all right,,,110.2,remark,0,1,3
77,Oliver,"Okay, um, but, but, but, but, okay",,,110.2,response,0,1,3
77,Oliver," So, but I read it and it does say it such that they talk about the water in paragraph three",,,110.2,response,0,1,3
77,Oliver,They say you need a scientific tool called a microscope to look really closely,,,,response,0,1,3
77,Oliver, So I understand that you said that Jazmin has the right answer,,,,response,0,1,3
77,Oliver," But, but why cuz that's a tool too",,,,response,0,1,3
77,Teacher," It is, I didn't say it was wrong",,,110.2,remark,0,1,3
77,Teacher,It is,,,110.2,remark,0,1,3
77,Teacher,"But they use the machine, the Lunar Orbiter to find it to discover it",,,130.3,remark,0,1,3
77,Teacher,But then they use the microscope once they found it,,,130.3,remark,0,1,3
77,Oliver,Oh,,,130.3,response,0,1,3
77,Teacher,That make sense?,,,150.1,remark,0,1,3
77,Oliver," They use the Lunar Orbiter to um, they use the Lunar Orbiter to find the water and then I use the microscope to look at the water",,,150.1,response,0,1,3
77,Oliver,Okay,,,150.1,response,0,1,3
77,Teacher,Right,,,110.4,remark,0,1,3
77,Teacher, Once they found it,,,110.4,remark,0,1,3
77,Farrah,"Okay, um, okay, y'all I so I get it because you you you told Oliver what it is, but, I guess I, I don't know like how how you got there",,,110.4,response,0,1,3
77,Farrah," Like, I know I can say it, but I don't know how, how um",,,110.4,response,0,1,3
77,Oliver," I think we gotta look at the text more, Farrah",,,,response,0,1,3
77,Oliver," Oh, look Farrah",,,,response,0,1,3
77,Oliver,Okay,,,,response,0,1,3
77,Oliver," I think, well, it's time for us to go to lunch",,,,response,0,1,3
77,Oliver, But I think what she was telling us is that we just have to keep looking at the text right cuz that's where you said a bunch of times,,,,response,0,1,3
77,Oliver, Okay,,,,response,0,1,3
77,Oliver, Thank you,,,,response,0,1,3
77,Oliver," Okay, bye",,,,response,0,1,3
77,Oliver, Thanks,,,,response,0,1,3
77,Oliver, Yeah,,,,response,0,1,3
77,Oliver," Like, you gotta go back to the text, you gotta go back to the text so so",,,,response,0,1,3
77,Oliver, Thanks,,,,response,0,1,3
77,Oliver, That was the problem,,,,response,0,1,3
77,Teacher,"Yes, Luis",,,,remark,1,1,3
77,Luis, Like why I'm here because I already know,,,,response,1,1,3
77,Luis,"Um, yeah",,,,response,1,1,3
77,Luis, So I'm not sure,,,,response,1,1,3
77,Luis, Like all sorts of stuff about space,,,,response,1,1,3
77,Teacher,"Alright, so I have gathered you all here today because I'm concerned about each one of your answers to the question and you each talked about equipment or tools needed",,,150.1,remark,1,1,3
77,Teacher,"That are used on the moon, but we need to figure out exactly which piece of equipment they use to discover water on the moon",,,210.2,remark,1,1,3
77,Teacher,So we need to go back into the text and find specifically where it states what equipment they used to discover water on the moon and,,,210.4,remark,1,1,3
77,Teacher,"Farrah, you talked about a specific tool, a microscope",,,110.1,remark,1,1,3
77,Teacher,"Also, Luis, your question or your answer",,,410.1,remark,1,1,3
77,Teacher, Had to do with equipment as well,,,410.1,remark,1,1,3
77,Teacher,This piece of equipment is used for a different purpose,,,130.3,remark,1,1,3
77,Teacher, But you talked about oxygen tanks and we're trying to figure out which equipment they used for discovering water not oxygen on the main,,,410.1,remark,1,1,3
77,Luis,"Now it's so they don't need the oxygen, if they're going up to space",,,410.1,response,1,1,3
77,Teacher, But we're specifically talking about which piece of equipment they used to discover water on the moon,,,210.2,remark,1,1,3
77,Teacher,They need oxygen,,,210.2,remark,1,1,3
77,Luis, Yeah,,,210.2,response,1,1,3
77,Luis," OK, gotcha",,,210.2,response,1,1,3
77,Luis,Ah,,,210.2,response,1,1,3
77,Teacher,Farrah,,,,remark,1,1,3
77,Farrah, Like I can understand that they were looking for the equipment but but they didn't use the but the microscope wasn't the right answer,,,,response,1,1,3
77,Farrah,"Um, yeah, I guess I was just wondering, like what my answer was, because I'm, I'm still not quite sure",,,,response,1,1,3
77,Teacher,They might,,,130.3,remark,1,1,3
77,Teacher,Use,,,130.3,remark,1,1,3
