intent,actor,keys,trigger,text
130.2,Jazmin,"jazmin,that,sound,what,think","Jazmin um How does that sound to you, what do you think ","um yeah and then you told me to to add more specific stuff to my answer, so I found a little more, and I would add that the machine is called a lunar orbiter and they use it to investigate"
130.2,Farrah,"exactly,what,want,everybody,take,look,text,going,read,first,paragraph,again,together,moon,desert,scientists,have,found,evidence,that,water,found,deep,within,moon's,color,craters,these,craters,dark,places,where,never,shines,what,like,when,reading,scientific,text,create,visual,what's,know,that,have,moon,have,just,told,that,moon,going,have,north,pole,south,pole,draw,that,draw,craters,then,look,paragraph,again,what,paragraph,telling,everybody,should,look,your,paragraph,what,telling,chris,appreciate,much,that,your,hand,shoots,right,away,farrah,then,chris,you're,build","Exactly, so what I want everybody to do now is take a look at the text and we are going to read the first paragraph again together The moon is a desert scientists have found evidence that water can be found deep within the moon's color craters these craters are dark places where the sun never shines So what I like to do when i'm reading a scientific text is create a visual of what's going on, so I know that I have the moon, and have just told us that the moon has going to have a North Pole and a South pole So I draw that out, and I draw my craters and then I look at the paragraph again, what is this paragraph, telling us Everybody should look at your paragraph What is it telling us Chris, I appreciate you so much that your hand shoots up right away Farrah  go for it and then Chris you're going to build ","Okay, so this paragraph, it tells us"
130.2,Chris,"okay,chris,build","Okay Chris, can you build ","Oh well, the craters they're dark"
130.2,Chris,"agree,jazmin,that,also,word,find,discover,investigate,let's,chris,haven't,heard,today,thank,jazmin,sharing,your,thought,processes"," Do you agree with Jazmin that we can also use the word find or discover for investigate?  Let's see Chris, I haven't heard from you today Thank you Jazmin for sharing your thought processes ",Oh yeah oh those words mean pretty much the same thing
130.2,Luis,"also,right,anybody,help,right,what,that,machine,call,that,nasa","Also, yes, you are so right can anybody help right what is that machine call that NASA "," "
130.2,Luis,,,"Oh, we know this, I know this"
130.2,Luis,"that,love,that,question,then,what,does,that,that's,another,scientific,tool,that's,another,equipment,they,scientists,this,paragraph,according,text,they,lunar,orbiter,according,paragraph,that's,small,machine,that's,called,lunar,orbiter,find,water,under,surface,tell,that,because,tells,directly,paragraph,deposits,become,water,then,scientists,said,that,layer,moon,surface,hold,total,about,ounces,water,know,that,water,being,found,moon,they,also,drink,water,stuff,like,that,okay,okay,okay,that's,incredible,information,love,that,you're,sharing,resource,yeah,great,chris,luis,have,thoughts,know,you're,also,have,like,enrich,background,knowledge,about,topic,have,comments,share,chris,because,this","That I love that question and then what it does, that that's another scientific tool that's another equipment, but they use it to the scientists in this paragraph, according to the text, they use a lunar orbiter from according to paragraph two that's a small machine and that's called lunar orbiter to find water under surface And I can tell you that, because it tells you directly in the paragraph to And the ice deposits become a water and then scientists said that a ton of top layer the moon surface it hold a total about 32 ounces water, so I know that it is water being found in the moon and and they also use it to drink water and stuff like that okay okay okay Oh wow that's an incredible information I love that you're sharing the resource with us yeah great Chris Luis do you have any thoughts I know you're all you also have like really enrich background knowledge about this topic, do you have any comments to share on top of the Chris, because you can add on to this ","out while i'm and not so much about the moon base, but I was thinking about what Farrah was saying about it being the microscope and then you were saying Jazmin to answer was right, the Lunar orbiter"
130.2,Farrah,"thanks,guys,tells,that,spend,good,time,examining,article,looking,answers,this,question,about,equipment,that,scientists,used,discover,water,moon,that,would,easy,sign,come,back,love,that,circle,that,answer,your,text,were,talking,remember,that,your,peers,answers,came,text,that,sound,familiar","got it thanks guys, so it tells me that you all really spend some good time examining this article, and looking for answers to this question about the equipment that scientists used to discover water on the moon  That would be easy for you to sign and come back to I love that a lot of you circle that answer in your text As we were talking, did any of you remember that some of your peers answers came up in the text too? Does that sound familiar ","Some of them, yeah"
130.2,Luis,"yeah,absolutely,love,that,made,connection,your,personal,experience,chris,were,able,realize,that,your,original,answer,close,wasn't,quite,right,thank,noticing,that,your,take,look,second,paragraph,read,over,again,quickly,then,talk,about,again,know,small,machine,machine,could,anything,little,better,idea,what,lunar,orbiter,luis,space,expert,help","yeah absolutely I love that you made a connection to your own personal experience Chris and you were able to realize That your original answer was close but it wasn't quite right, thank you for noticing that on your own So take a look at the second paragraph, read it over again quickly and then we're going to talk about it again We know it's a small machine, but if my machine could be anything, how can we get a little bit of a better idea of what a lunar orbiter is Luis our space expert Can you help us out ","um yeah okay so um lunar you guys lunar means moon so anytime you see lunar it means about the moon, an orbiter is like an orbit it's like it goes around something and it says so, the orbiter at looks for the ice, I think, by going around the moon somehow"
130.2,Oliver,"that's,right,that's,right,well,know,glad,that,recognize,chris,that,know,being,able,leverage,resources,moon,natural,resources,like,water,that,recently,found,something,that,that's,number,very,difficult,number,long,time,know,technology,science,exist,able,oliver,could,help,explain,little,more,your,classmates,about,that,know,water,moon,still,early,chris's,goals","that's right that's right well you know i'm glad that you recognize Chris that it's this is You know, being able to leverage and to use the resources on the moon, the natural resources, like the water that was recently found really is something that it's going to that's going to be number one very difficult and number two it's going to be a long time, you know the technology and the science does not exist, to be able to do this yet Oliver could you help me explain a little bit more to your classmates about why it is that you know the water on the moon, is still too early for Chris's goals ","edu: yeah cuz in paragraph six, they talk about how it'll take a lot of time and a lot of money and so that means that they don't have the time or the money yet so it's it's clearly not ready yet"
130.2,Oliver,,,harvard
120.4,Chris,"nailed,they,absolutely,they,much,equipment,science,nasa,they,play,like,lasers,jealous,them,thumbs,let's,chris,what,answer,question,what,equipment,scientists,discover,water,moon","You nailed it they absolutely do they use so much equipment in science and NASA and they get to play with like lasers all day and I am jealous of them, yes thumbs up So let's see Chris what answer, did you put for the question what equipment did scientists use to discover water on the moon ","Oh man oh I just looked at the clock and we have to go to lunch. But I wanted to say thank you so much for coming in and bringing so much energy and helping us learn in such a fun way I didn't know that this was going to be so fun looking at this article, and I just wanted to say thank you for listening and explaining but also making it fun"
120.4,Luis,"yeah,luis,what,find,were,reading,what,find","yeah so Luis What did you find you were reading, what did you find for me ",i'm the same thing that they found that the Lunar orbiter
120.4,Luis,"guys,repeat,your,answers,question,real,quick,we'll,down,line,farrah,down,luis,right,right,from,left,right,yeah,luis,have,question","hi so, can you guys repeat your answers to the question for me real quick and we'll go down the line from Farrah all the way down to Luis from right from my right to from my left to my right yeah Luis do have a question ","yeah yeah before we do that, excuse me, I shouldn't be in this group I already know all about space"
120.4,Farrah,"well,glad,that,feel,like,have,good,understanding,space,just,gonna,just,gonna,talk,about,that,answer,real,quick,excited,hear,what,have,share,though,whenever,your,turn,farrah,repeat,what,your,answer,real,quick","Well i'm really glad that you feel like you have a good understanding of space, but we're just gonna we're just gonna talk really about that answer real quick i'm excited to hear what you have to share though at the at the end, whenever we get to your turn Farrah repeat for me what your answer was, real quick ","Yes, Okay, I said, you need a scientific tool called a microscope to look really closely"
120.4,Oliver,,,yeah i'm I circled the same as Farrah
120.4,Chris,,,"Okay, well, I said that scientists found craters full of water on the moon"
120.4,Jazmin,,,"Okay, well, I said that NASA send a small machine"
120.4,Luis,,,yeah okay well i'm scientists they use lots of equipment like oxygen tanks
120.4,Jazmin,"great,were,again,what,kind,equipment,they,what,would,would,what,would,circle","Great So if I were to ask you again what kind of equipment, do they use what would you would What would you circle ","So, so I just need to circle, then maybe I just need to circle lunar orbiter?"
120.4,Luis,"alright,discussion,question,what,equipment,scientists,discover,water,moon,okay,what,your,answer,discussion,question","Alright, so the discussion question is what equipment did scientists use to discover water on the moon? Okay, so what is your answer to the discussion question? ","Um, let me see"
120.4,Luis,,," I said, that scientists use a lot of equipment like oxygen tanks"
120.4,Luis,,," I already know that equipment that they use"
120.4,Oliver,"okay,what's,your,answer","Okay, so what's your answer? ","Um, that they use the microscope to look closely at the water"
120.4,Luis,"that,that,they,used,didn't,wrong,once,they,found,what,they,discover,water,that,they,used,microscope,microscope,look,what,equipment,they,find,back,text,look,luis,what,think","Is that all that they used? I didn't say it was wrong  Once they found it So, but what did they use to discover the water that, they used a microscope microscope to look at it But what equipment did they use to find it? Go back to the text and look Luis, what do you think? "," Um, well, like when they were on Earth, you know, because that's how you can look from Earth on"
120.4,Luis,,,"Well, I think that because they they really like to have to travel around a lot that they probably use their like their their their like telescopes to look at the water"
120.4,Chris,"let's,back,texts,look,everybody,look,back,text,find,what,they,discover,water,moon,chris,find,answer","Let's go back into the texts and look Everybody look back into the text and find what did they use to discover water on the moon Chris did you find the answer ",Um yeah i guess i well i went to NASA
120.4,Chris,,," So I know that scientists use a lot of equipment like"
120.4,Chris,"talk,about,speak,chris,moment,okay,chris,would,like,read,your,answer","And you can talk about it  And I'm going to speak with Chris for a moment Okay, Chris, would you like to read your answer "," So I said that pre scientists found craters full of water on the moon"
120.4,Chris,,,"Yeah, okay"
120.4,Jazmin,"okay,jazmin,would,like,read,your,answer"," Okay, and Jazmin, would you like to read us your answer ",NASA sent a small machine
120.4,Luis,"okay,ahead,that,moment,well,that,would,awesome,didn't,know,that,taught,something,okay,luis,what,think","Okay, go ahead and do that for a moment Well, that would be awesome  I didn't know that you taught me something Okay Luis What do you think ","So I looked at, paragraph two, and what we see and like what I was listening to everybody"
120.4,Luis,,," I'm"
120.4,Luis,"glad,you're,here,don't,think,should,group,well,glad,you're,this,group,because,maybe,help,some,questions,have,answered,start,your,answer"," So I'm glad you're here with us You don't think you should be in this group  Well, I'm glad you're in this group because maybe you can help us all out with some of our questions we have and how we answered Can we start with your answer ","Yeah, sure"
120.4,Luis,,," So basically what what I said was that scientists use a lot of equipment like oxygen tanks and stuff like that"
120.4,Jazmin,"like,your,thinking,what,keeps,water,together,that,passage,let's,specifically,focus,just,they,discovered,water,moon,they,discover,that,water,take,look,question,again,says,what,equipment,scientists,discover,water,moon,take,look,your,passage,your,question,take,your,pencil,just,underline,really,important,words,that,could,help,find,answer,what's,really,important,word,that,question,that,could,help,find,answer,somebody,volunteers,give,word,that,might,have,underlined,that,help,find,answer"," But I like your thinking of what keeps the water together that is in our passage But let's specifically focus if we can On just how they discovered water on the moon  Did they use to discover that water  All of you can take a look at the question again  It says what equipment did scientists use to discover water on the moon  If you can take a look at your passage And in your question  Can you take your pencil and just underline the really important words that could help us find our answer What's a really important word in that question that could help us find our answer  Can somebody volunteers for me to give me a word that you might have underlined that can help us find an answer ","Yes, in the way that I underlined was well action like two words"
120.4,Jazmin,,," Equipment and discover"
120.4,Farrah,"right,thank,your,answers,wanted,just,farrah,remind,your,answer","All right, thank you for your answers I wanted to just Farrah  If you remind me of your answer ","So no, not for a long time"
120.4,Farrah,,," I don't think that the evidence is"
120.4,Chris,"appreciate,that,agree,haven't,seen,because,something,that,take,time,money,that,haven't,seen,chris,that,let's,that,told,that,water,heavy,carrying,water,maybe,good,idea"," I appreciate that  I do agree with you  We haven't seen it yet because it is something that may take a lot of time and money for us to see but That we haven't seen it yet  Chris was that you Um, let's see who was it that told me that the water is heavy and carrying the water was maybe not a good idea ",Yes that was me
120.4,Farrah,"they,find,that,okay,what,equipment,what,about,number,paragraph,could,anybody,find,that,answer"," Did they use to find that Okay, but we're going to what equipment What about number, paragraph two, could anybody find that answer ","Yeah, I found the equipment, but it wasn't an aircraft to I found the equipment in paragraph three because yeah"
120.4,Chris,"you're,right,you're,right,that,equipment,find,water,moon","You're right, you're right But how can that equipment, find the water on the moon ","Yeah, well, I know that all that"
120.4,Chris,,," And so I know that our scientists use a lot of equipment like oxygen tanks and masks and suits"
120.4,Chris,,," And I know that"
120.4,Chris,,," Well, I went to NASA with my dad"
120.4,Farrah,"well,great,that,know,about,space,specifically,talk,about,moon,water,that,found,moon,we're,look,these,questions,that,that,have,just,want,guys,look,them,together,deeper,understanding,reading,passage,that,question,answered,guys,good,writing,down,answer,very,proud,that,tried,read,pair,paragraph,want,look,deeper,that,question,asked,okay,because,struggled,little,giving,specific,answer,question,ahead,look,back,question,want,circle,underline,words,that,think,important,question,there,words,that,want,look,when,looking,question,guys,circle,word,would,like,tell,what,word,they,circled,circle,your,question,farrah,let's,start","Well, it's great that you know a lot about space, but we're going to specifically talk about the moon and the water that was found on the moon And we're going to look at these questions that we, that we have  I just want you guys to look at them together with me so we can get a deeper understanding of our reading passage  And that question and you answered it  So you guys did really good writing down an answer  I'm very proud that you tried and read the pair the paragraph But I want us to look deeper into that the question asked us, okay, because we all struggled a little bit with giving a specific answer to the question  So can we go ahead and look back at the question and I want you to circle or underline two key words that you think are important in the question So there are two key words that I want us to look for when we're looking at the question  Did you guys circle, a word Who would like to tell me what word they circled  Did you circle in your question Farrah, let's start with you ",Oh my circle two words right
120.4,Chris,"about,chris"," How about you, Chris ","Oh, I did as well"
120.4,Chris,"let's,look,back,question,could,there's,enough,water,says,there,convincing,evidence,that,water,moon,could,valuable,that,know,words,that,need,look,reading,passage,evidence,valuable,everybody,look,back,reading,passage,underline,what,think,good,answer,would,anybody,that,paragraph,four,word,valuable,actually,beginning,paragraph,would,like,share,what,they,circled,their,paper,their,breeding,passage,chris,what,underline,circle","So let's look back at our question  You could if there's enough water  It says, Is there convincing evidence that water on the moon could be valuable So now that we know the two key words that we need to look for in our reading passage is evidence and valuable  Can everybody look back at the reading passage and underline what you think a good answer would be  Did anybody see that in paragraph four, the word valuable is actually at the beginning of the paragraph  So who would like to share what they circled on their paper or on their breeding passage Chris, what did you underline or circle ","Okay, so what I circled up"
120.4,Chris,,," All right, what I was looking at was, I was thinking like that water can be broken down into two parts, and that was where was that, oh yeah, in paragraph by water can be broken down two parts hydrogen and oxygen"
120.4,Farrah,"chris,want,take,moment,look,back,paragraph,four,where,word,valuable,okay,because,looking,evidence,that,water,valuable,okay,farrah,know,what,underline,circle","So, Chris I want you to take a moment and look back at paragraph four, where we see the word valuable okay because we're looking for evidence that water is valuable Okay, Farrah, you know, what did you underline or circle ","So, okay, be what I was looking at"
120.4,Oliver,"always,want,make,sure,that,looking,forward,even,it's,valuable,right,like,just,said,your,answer,that,would,valuable,future,that,future,like,said,have,good,have,good,point,that,valuable,let's,look,look,back,paragraph,four,future,water,would,valuable,would,then,what,underline,circle"," And we always want to make sure that we're looking forward  Even if it's not valuable right now  Like you just said in your answer that it would be valuable in the future  Can you do that  Now, but in the future So like you said you have a good, you have a good point that it may not be valuable so let's look look back at paragraph four, and see how, in the future, water would be valuable  It would be  Then what did you underline or circle "," But before we go to lunch"
120.4,Oliver,,," I just wanted to thank you so much for working with us and, like, in particular, I really wanted to thank you"
120.4,Oliver,,,"So unfortunately, we have to go to lunch"
120.4,Jazmin,"would,remind,what,told,before"," Would you remind me of what you had told me before ","Yeah, I said the lunar orbiter because it says, and NASA sent a small machine called a lunar orbiter to investigate"
120.4,Farrah,"glad,you're,ready,help,tell,something,that,found,interesting,about,reading,like,start,farrah,maybe,each,tell,something,that,remember,that,found,interesting,about,reading,want,know"," I'm so glad you're ready to help  Can you tell me something that you found interesting about the reading  So I'd like to start with Farrah  Maybe each one of you can tell me something that you remember or that you found interesting about the reading So, um, I want to know from you all ","Yeah, so I think one thing that I thought was really interesting was when I was looking for the for the equipment, but to see like how much equipment they have to use it"
120.4,Farrah,,," There's a lot of it"
120.4,Oliver,"what,about,there,something,interesting,that,stood,about,reading,there,equipment,that,gets,used"," What about you, was there something interesting that stood out to you about the reading  Yes, there is a lot of equipment that gets used ","Um, yeah, I think what was really interesting to me about this one was like the fact that there was just like, you know, the fact that there's so little water like it's all spread across the surface, but they were still able to find it using the microscope"
120.4,Jazmin,"thank,raising,your,hand,would,like,share,something,interesting,about,reading,what,experience"," Thank you for raising your hand, would you like to share something interesting about the reading  What a fun experience ","Yeah, I guess, the thing that I had was that I was kind of confused about why my answer is wrong"
120.4,Luis,"love,that,luis,said,knew,about,science,what,good,observation,there,something,interesting,about,article,that,stood"," I love that  Luis You said you knew a lot about science  What a good observation  Was there something interesting about this article that stood out to you "," Yeah, I was really cool and I think for me, like the thing that was so interesting is like seeing that like you know how they use the equipment"
120.4,Luis,,,Hi
120.4,Luis,,," They have this equipment and then they have to use all these different pieces in order to like find the water and study it, that's really cool"
120.4,Chris,"chris,have,something,you'd,like,they,discover,water,that's,what,farrah,saying","Chris, do you have something you'd like to add  Did they use to discover the water that's what Farrah is saying ",On y'all because I was just thinking that because I went to NASA
120.4,Chris,,," And I just know that scientists use like lots of equipment like oxygen tanks and masks and shoots, and that wasn't in the reading"
120.4,Jazmin,"sorry,jazmin,what,that","I'm sorry, Jazmin, what was that? ",Then I don't know why my answer is wrong
120.4,Jazmin,,," Because I said a small machine and they asked about equipment"
120.4,Farrah,"remember,that","Do you remember put for that? "," I don't remember what I put"
120.4,Farrah,,,I'm I'm trying to remember
120.4,Farrah,,," Because I circled it on my tablet oh yeah I circled you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,," Let me just see"
120.4,Oliver,what,"What did you put? "," What I circled the same thing"
120.4,Oliver,,," Um, you need a scientific tool called a microscope to look really closely"
120.4,Oliver,,,"On well I circled the same thing as Farrah on the bottom of the page we I didn't like circle it because she circled it, but we had, we had the same answer"
120.4,Farrah,"right,have,anything,else,want","All right, do you have anything else you want to add? "," It's meet Farrah here, I just want to say that I don't understand why my answer's wrong"
120.4,Farrah,,,"Well, I"
120.4,Jazmin,"that,more,time"," Say that one more time "," So I couldn't have said a small machine to discover water on the moon"
120.4,Jazmin,,,I guess put more of the question in my answer
120.4,Luis,"what,what,correct,what,write,down,again","Um, what, what did you correct it to what did you write down again "," I already submitted it, I don't remember what I wrote down, um, let me see if it's on my slide"
120.4,Luis,,,"Um, well, I didn't"
120.4,Farrah,"okay,while,looking,talk,other,four,want,guys,look,question,number,what,want,just,minute,want,guys,figure,underline,pick,words,that,question,that,think,words,important,words,that,might,help,answer,question,little,more,depth,yeah,want,guys,just,look,question,proud,guys,answering,question,reading,passage,answering,questions,want,look,question,number,find,keyword,words,that,important,that,might,help,answer,question,let's,just,what,guys,farrah,find","Okay, while are you looking for  I'm going to talk with the other four  I want you guys to look at question number one  OK, so what I want us to do is just a minute I want you guys to figure out or underline Or pick out one or two words in that question that you think our key words important words that might help us answer the question a little bit more in depth Yeah, I want you guys to just look at the question I'm really proud of you guys for answering the question, and reading the passage and answering the questions but I want you to look at question number one and see if you can find a keyword or two key words that are important, that might help you answer the question And let's just see what you guys got Farrah  Did you find one ",I did and I already corrected my answer too
120.4,Oliver,"other,machine,that,found,lunar,orbiter,chance,revise,yours,then,oliver"," And the other machine that you found was the Lunar Orbiter  Did you get the chance to revise yours?  Um, and then Oliver ","Oh, I couldn't figure out what was wrong because I thought the microscope was right"
120.4,Luis,"question,just,responded,what,equipment,scientists,discover,water,moon,okay,okay,just,read,passage,about,finding,water,moon,would,remind,your,answer,again"," The question we just responded to is what equipment and scientists use to discover water on the moon? Okay Okay, so we just read the passage about finding water on the moon  Would you remind me of your answer again "," I know all about speed"
120.4,Luis,,,Excuse me
120.4,Luis,,," I shouldn't be in this group"
120.4,Jazmin,"sorry,couldn't,hear,repeat,that","I'm sorry, I couldn't hear you  Can you repeat that? ",I don't understand why is my answer is wrong
120.4,Chris,"that,would,option,maybe,luis,share,something,that,knows,space,that,reading,that,have,read,informative,what,think,about,reading","Yes, that would be an option to maybe Luis Can share with us something that he knows of of the space that is not in the in reading that you have to read  Was it informative for you?  What do you think about the reading ","Well, I think it was informative because I realized that there was all this water in all these craters on the moon like it sounds like there's overflowing water"
120.4,Oliver,"that,something,super,interesting,what,think,about,article,oliver,interesting","That was something super interesting What do you think about the article Oliver? Was it interesting for you? "," I think what was interesting was mostly the fact that I'm like well"
120.4,Oliver,,,"Well, that's a great question"
120.4,Luis,"maybe,today,another,class,share,something,that,have,learned,your,like,that"," So maybe today or in another class, you can share something that you have learned from your dad Will you like to do that ","Um, yeah, like there's a few things that I should are that I've learned from like I learned that, like, Well, like you have to use all this equipment and stuff like that"
120.4,Farrah,"farrah,what,think,about,article,that,learn,something,article,today","Farrah, what do you think about the article that you learn something with the article today? ","Yeah, I learned about how you use microscopes different ways, I think that the thing I want you to the question I have is like why my answer is wrong"
120.4,Oliver,"first,question,what,equipment,scientists,used,discover,water,water,moon,okay,let's,talk,about,questions,what's,thing,that,equipment,that,they,find,water,moon,thanks,raising,your,hands,there"," One of my first question was what equipment did scientists used to discover water water on the moon Okay, let's talk about the questions So what's the thing that was the equipment, that they use to find water on the moon  Thanks for raising your hands there ","Um, yeah, so I thought the equipment"
120.4,Oliver,,," I think that the microscope, I agree with Farrah"
120.4,Chris,"yeah,that's,really,good,question,answer,what,equipment,think,that,they"," Yeah, that's a really good question and answer  What equipment do you think that they use "," So I was wondering if they use that for this too"
120.4,Chris,,," So one thing that I noticed is I been to NASA with my dad and I love space and I noticed that the astronauts use like oxygen tanks and masks and stuff like that"
120.4,Chris,,," You know what I mean"
120.4,Chris,,,"Well, okay"
120.4,Jazmin,"what,think,jazmin,what,equipment,they,next,class,about,that,topic,think,that,very,good,topic,maybe,maybe,maybe,read,another,article","What do you think Jazmin? What equipment did they use?  The next class about that topic, but I think that, yes, it's a very good topic Maybe, maybe, maybe we can read another article ",I am convinced that they used the lunar orbiter
120.4,Jazmin,,," And I think that that's like, because that's the small machine that they set and unfortunately"
120.4,Farrah,"okay,think,that,always,learn,something,maybe,share,something,that,know,class,moon,going,share,answers,let's,talk,about,your,answers,already,read,article,what,equipment,think,that,scientists,used,discover,water,moon","Okay, but I think that we always can learn something Or maybe you can share something that, you know, with the class  The moon and we are going to share our answers So let's talk about your answers you already read the article  What equipment do you think that scientists used to discover water on the moon ","Oh, so I think it's the microscope"
120.4,Oliver,"what,your,answer"," What was your answer ","Um, so my answer was basically that I had I you know I circled the same thing as as Farrah"
120.4,Oliver,,," And I think the same thing that the microscope was was what they used to discover"
120.4,Oliver,"what,your,response,this,very,good,thank"," And so what was your response to this  Very good, thank you "," Do you need assigned a tool called a microscope to look really closely"
120.4,Oliver,,,"Well, I mean, I had that same as Farrah, because I circled the last what she thought was the last sentence and I I circled the last sentence"
120.4,Chris,"thank,that,understanding,today,chris,like,hear,your,response","Thank you for that understanding today so Chris, I'd like to hear your response ","Well, I know that scientists use a lot of equipment like oxygen tanks and masks and suits"
120.4,Farrah,"what,your,answer,question,number,farrah,let's,start"," What was your answer to the question number one So Farrah, let's start with you ",Okay
120.4,Farrah,,," So I said,"
120.4,Luis,"okay,let's,look,your,statement,once,read,your,statement,again","Okay, so now let's look at your statement Now once you read your statement again ",Yeah
120.4,Luis,"okay,what","Okay, so what is ",The Lunar Orbiter
120.4,Chris,"that's,right,they,know,they,they,very,valuable,like,pointed,that,when,look,back,question,what,specifically,remember,post,look,what,questions,asking,what,text,saying,about,value,water,moon,that,very,valuable,what,think,about,answer,question,once,read,that,back,chris,chris","That's right, they, you know, they, they are very valuable and I like how you pointed that out  But when we look back at the question What specifically remember post to a look at what the questions asking and what the text is Is it saying about the value of water on the moon, why is that very valuable  What do you think about the answer to the question is Once you read that to go back to Chris Chris ","Okay, I also kind of like Luis I definitely feel like I knocked it out the park this time because"
120.4,Chris,,," OK, so here we go"
120.4,Chris,,,OK
120.4,Chris,,," So it's good"
120.4,Chris,,," They don't have to"
120.4,Chris,,," Um, water is heavy"
120.4,Oliver,"what,your,answer","What was your answer "," So I don't know"
120.4,Oliver,,,I mean was different from there
120.4,Oliver,,," They said, Yeah, but I said no"
120.4,Oliver,,," It's not ready yet"
120.4,Oliver,,," I said no"
120.4,Farrah,"well,he's,reading,that,what,your,answer","Well he's reading that  What was your answer ","Okay well i i thought that it was kind of similar to deaths, where it was like, not for a long time because it said, making this plan will take a lot of time and money"
120.4,Oliver,"does,that,make,sense,question,actually,specifically,pointing,toward,again,like,said,know,that's,look,what's,potential,value,potential,valuable,that,means,that,valuable,let's,back,jazmin,luis,over,here,while,you're,looking,that,guys,have,luck,searching,more,stuff,over,there","Does that make sense  But the question is actually specifically pointing toward  And again, like he said you know that's one way to look at it  What's the potential value  It has the potential to be valuable  That means it may it that is going to be valuable  Let's go back to Jazmin and Luis over here while you're looking at that Did you guys did you have any luck, searching for more stuff over there ","Um, yeah, we found some stuff"
120.4,Luis,"right,used,what,else,just,said,does,know,what,your,answer,luis,what's,another","Right, so it can be used for what else You just said it does know what was your answer  Luis What's another use ",rocket fuel all
120.4,Jazmin,"okay,chris,would,like,back,when,chance,look,back,over,passage,would,like,underline,where,scientists,what,they're,using,help,them,find,water,jazmin,would,like,hear","Okay, Chris, I would like you to go back when you get a chance, and look back over the passage, and I would like for you to underline where the scientists and what they're using, um, to help them find the water and Jazmin, I would like to hear from you ",What I said was that scientists is used a small machine
120.4,Farrah,"small,things,moon,having,looked,through,what,farrah","The small things on the moon was having to be looked at, through a what Farrah? ","so I said microscope, but I'm not quite sure"
120.4,Farrah,,," Like why is my answer wrong"
120.4,Farrah,"okay,tell,your,answer,again","Okay, so can you tell me your answer again "," So basically, my answer was just that you need a scientific tool called a microscope to look really closely"
120.4,Farrah,,," Yes"
120.4,Farrah,,,Oh
120.4,Luis,"your,hands,down,good,guys,okay,farrah,agrees,oliver,chris,agree,want,guys,make,sure,that,when,look,always,looking,back,text,because,have,look,that,small,machine,just,like,what,jazmin,said,that,nasa,sent,small,machine,space,right,jazmin,okay,luis,what,create,your,answer"," You can put your hands down  Good job, guys Okay, so, Farrah agrees, Oliver and Chris agree So I want you guys to make sure that when we look, we're off, we're always looking back in the text because we have to look for that small machine just like what Jazmin did  She had said that NASA sent a small machine into space, right, Jazmin? Okay Luis What did you create your answer to? ","Um, so basically what I was saying was that scientists found ice using a small machine"
120.4,Chris,"think,what,need,take,away,that,when,doing,things,really,need,focus,going,back,reading,article,detail,maybe,highlighting,annotating,text,that,understand,detail,what,learning,learning,what,other,questions,have,chris"," I think what we all need to take away is that when we're doing things we really need to focus on going back and reading the article in detail and maybe highlighting it annotating the text so that we can really understand in detail what we're learning  and why we're learning it  Um, what other questions do you have Chris "," And so I i know that scientists use a lot of like oxygen tanks and masks and suit, and I guess I'm wondering, like why that wasn't right"
120.4,Chris,,,I guess like I went to NASA
120.4,Luis,"let's,look,your,answer","Let's look at your answer ","Yeah, I talked about equipment in my answer"
120.4,Jazmin,"what,equipment,used,find,water,moon,about,scientist,repeat,that,please","So who can say what equipment was used to find water on the moon about the scientist Can you repeat that please ","Yeah, I thought it was a small machine"
120.4,Oliver,"remember,that,small,machine,like,went,back,reread,your,text,figure,what,that,machine,actually,called,lunar,orbiter,lunar,orbiter,thanks,sharing,that,your,astronaut,sure,know,there's,always,more,learn,reading,finding,more,details,text,always,learn,more,that's,cool,that,your,astronaut,about,that's,that's,talk,about,scientists,find,water,moon,what,that,small,machine,called,what,piece,equipment,tell"," So you see how if you did remember that it was a small machine and I like how you went back and reread your text to figure out what that machine was actually called a lunar orbiter  It was the Lunar Orbiter Thanks for sharing with us that your dad is an astronaut and I'm sure you do know a lot, but there's always more we can learn by reading and finding more details in the text we can always learn more But that's really cool that your dad is an astronaut about that's that's fun to talk about  Did the scientists use to find water on the moon  What was that small machine called What piece of equipment  Can you tell me "," She said that it was, um, the Lunar Orbiter"
120.4,Oliver,,," I think"
120.4,Oliver,,,"Um, so I saw I listened to Jazmin's answer"
120.4,Farrah,"first,want,start,farrah,farrah,could,read,your,answer"," So I first want to start with Farrah  Farrah Could you read, you me your answer ","Yeah, sure"
120.4,Luis,"let's,luis,luis,read,your,answer,that,needs,clarified","but let's get to Luis  Luis read your answer That needs to be clarified, ",Said scientists use a lot of equipment like oxygen tanks
120.4,Jazmin,"okay,great,needed,read,your,answer,please","Okay great, it's not needed Will you read your answer for me please? ","Okay, so I said yes astronauts can drink the water and stay hydrated"
120.4,Jazmin,,," You can't survive without water"
120.4,Luis,"okay,what,your,answer","Okay, and what was your answer ","So I said, like they need like all the oxygen tanks and they like you know they need, like, all that stuff that like astronauts used to like go fly around in space"
